,date,county,state,temp_max(C),precip_sum(mm),wind_max(km/h),min_humidity(%),max_humidity(%),mean_humidity(%)
2653,2020-04-01,fairfax,virginia,7.3,2.0,15.8,54,100,76.0
2654,2020-04-02,fairfax,virginia,9.4,0.0,29.9,32,70,46.0
2655,2020-04-03,fairfax,virginia,11.0,0.0,24.9,37,65,45.0
2656,2020-04-04,fairfax,virginia,10.1,0.0,12.6,60,85,74.0
2657,2020-04-05,fairfax,virginia,13.1,0.3,10.1,49,93,74.0
2658,2020-04-06,fairfax,virginia,13.7,0.7,12.4,29,93,66.0
2659,2020-04-07,fairfax,virginia,13.8,4.1,11.0,51,99,83.0
2660,2020-04-08,fairfax,virginia,17.8,0.5,18.3,41,99,74.0
2661,2020-04-09,fairfax,virginia,13.7,0.5,32.2,37,89,60.0
2662,2020-04-10,fairfax,virginia,7.0,0.8,34.2,30,49,37.0
2663,2020-04-11,fairfax,virginia,8.5,0.0,20.4,28,66,47.0
2664,2020-04-12,fairfax,virginia,12.8,2.8,20.3,46,99,68.0
2665,2020-04-13,fairfax,virginia,16.4,64.8,31.1,49,100,83.0
2666,2020-04-14,fairfax,virginia,9.7,1.5,21.1,39,97,54.0
2667,2020-04-15,fairfax,virginia,6.5,8.1,15.1,25,100,64.0
2668,2020-04-16,fairfax,virginia,6.5,0.0,24.3,24,68,47.0
2669,2020-04-17,fairfax,virginia,8.3,0.0,17.0,42,80,62.0
2670,2020-04-18,fairfax,virginia,8.8,3.4,26.7,37,100,70.0
2671,2020-04-19,fairfax,virginia,10.0,0.0,17.1,39,78,60.0
2672,2020-04-20,fairfax,virginia,11.3,0.6,13.4,49,79,67.0
2673,2020-04-21,fairfax,virginia,11.6,2.1,25.1,32,88,61.0
2674,2020-04-22,fairfax,virginia,7.8,0.0,20.1,27,57,41.0
2675,2020-04-23,fairfax,virginia,10.6,16.4,11.2,53,100,75.0
2676,2020-04-24,fairfax,virginia,11.2,11.7,13.6,82,100,94.0
2677,2020-04-25,fairfax,virginia,12.1,3.7,12.8,54,100,81.0
2678,2020-04-26,fairfax,virginia,10.6,9.0,12.0,87,100,96.0
2679,2020-04-27,fairfax,virginia,9.4,4.4,23.5,46,100,73.0
2680,2020-04-28,fairfax,virginia,9.5,0.7,11.0,58,87,75.0
2681,2020-04-29,fairfax,virginia,15.1,0.0,22.7,52,96,79.0
2682,2020-04-30,fairfax,virginia,14.9,41.8,26.3,72,100,93.0
2683,2020-05-01,fairfax,virginia,13.2,0.0,20.1,51,98,73.0
2684,2020-05-02,fairfax,virginia,14.5,0.0,19.4,37,79,60.0
2685,2020-05-03,fairfax,virginia,18.1,13.2,17.7,61,95,79.0
2686,2020-05-04,fairfax,virginia,16.3,17.5,27.0,37,100,65.0
2687,2020-05-05,fairfax,virginia,11.1,2.1,15.5,53,81,62.0
2688,2020-05-06,fairfax,virginia,10.9,2.8,20.2,58,98,81.0
2689,2020-05-07,fairfax,virginia,11.4,1.2,19.0,28,90,56.0
2690,2020-05-08,fairfax,virginia,11.6,5.2,27.9,52,98,67.0
2691,2020-05-09,fairfax,virginia,5.1,0.0,27.5,33,84,45.0
2692,2020-05-10,fairfax,virginia,9.4,0.0,15.6,36,63,51.0
2693,2020-05-11,fairfax,virginia,10.5,0.6,24.8,44,88,61.0
2694,2020-05-12,fairfax,virginia,9.0,0.0,18.5,36,72,54.0
2695,2020-05-13,fairfax,virginia,12.4,0.0,12.0,31,83,56.0
2696,2020-05-14,fairfax,virginia,14.0,0.0,15.6,58,88,77.0
2697,2020-05-15,fairfax,virginia,21.2,0.0,21.6,44,89,68.0
2698,2020-05-16,fairfax,virginia,21.1,0.0,16.1,42,84,64.0
2699,2020-05-17,fairfax,virginia,17.8,1.7,14.6,58,84,73.0
2700,2020-05-18,fairfax,virginia,16.1,0.0,16.4,63,84,78.0
2701,2020-05-19,fairfax,virginia,15.0,0.0,25.6,37,71,53.0
2702,2020-05-20,fairfax,virginia,12.2,0.3,21.5,48,75,56.0
2703,2020-05-21,fairfax,virginia,14.4,0.0,17.4,65,87,77.0
2704,2020-05-22,fairfax,virginia,16.5,12.6,14.1,85,100,95.0
2705,2020-05-23,fairfax,virginia,19.8,3.6,9.9,49,100,79.0
2706,2020-05-24,fairfax,virginia,17.4,0.0,14.6,71,98,83.0
2707,2020-05-25,fairfax,virginia,18.4,0.0,8.5,65,90,80.0
2708,2020-05-26,fairfax,virginia,19.8,0.0,10.5,58,98,79.0
2709,2020-05-27,fairfax,virginia,20.1,0.1,12.0,67,100,85.0
2710,2020-05-28,fairfax,virginia,22.0,3.8,19.9,76,100,92.0
2711,2020-05-29,fairfax,virginia,23.1,5.1,16.8,62,98,88.0
2712,2020-05-30,fairfax,virginia,22.1,0.0,13.9,31,96,64.0
2713,2020-05-31,fairfax,virginia,17.9,0.0,18.3,31,61,45.0
2714,2020-06-01,fairfax,virginia,16.7,0.0,16.6,28,67,47.0
2715,2020-06-02,fairfax,virginia,18.4,0.0,13.7,36,77,60.0
2716,2020-06-03,fairfax,virginia,25.5,0.1,18.2,36,74,57.0
2717,2020-06-04,fairfax,virginia,26.8,0.6,11.9,36,88,61.0
2718,2020-06-05,fairfax,virginia,24.5,3.9,13.8,49,100,80.0
2719,2020-06-06,fairfax,virginia,24.9,1.6,15.5,41,100,72.0
2720,2020-06-07,fairfax,virginia,22.8,0.0,14.0,31,64,48.0
2721,2020-06-08,fairfax,virginia,21.9,0.0,12.0,29,72,47.0
2722,2020-06-09,fairfax,virginia,25.4,0.0,12.6,38,87,61.0
2723,2020-06-10,fairfax,virginia,27.7,0.3,21.3,45,84,66.0
2724,2020-06-11,fairfax,virginia,25.8,5.4,22.0,49,94,72.0
2725,2020-06-12,fairfax,virginia,25.1,0.0,14.8,26,59,41.0
2726,2020-06-13,fairfax,virginia,21.6,0.0,14.2,34,52,43.0
2727,2020-06-14,fairfax,virginia,20.3,0.0,11.6,38,62,48.0
2728,2020-06-15,fairfax,virginia,19.9,0.3,15.7,38,74,56.0
2729,2020-06-16,fairfax,virginia,19.8,0.3,19.3,34,68,54.0
2730,2020-06-17,fairfax,virginia,18.4,28.1,19.1,65,97,87.0
2731,2020-06-18,fairfax,virginia,21.5,1.8,15.0,58,100,84.0
2732,2020-06-19,fairfax,virginia,22.0,8.0,11.4,56,96,83.0
2733,2020-06-20,fairfax,virginia,21.5,10.7,8.8,67,100,89.0
2734,2020-06-21,fairfax,virginia,23.2,1.6,9.0,58,99,83.0
2735,2020-06-22,fairfax,virginia,24.5,7.9,12.1,50,97,82.0
2736,2020-06-23,fairfax,virginia,24.6,2.1,12.7,58,99,82.0
2737,2020-06-24,fairfax,virginia,23.9,0.0,14.3,35,95,64.0
2738,2020-06-25,fairfax,virginia,23.3,2.7,9.9,43,90,64.0
2739,2020-06-26,fairfax,virginia,24.8,0.0,12.8,31,92,55.0
2740,2020-06-27,fairfax,virginia,25.8,2.9,16.6,39,85,67.0
2741,2020-06-28,fairfax,virginia,26.2,0.4,12.1,50,90,70.0
2742,2020-06-29,fairfax,virginia,26.8,0.0,14.5,33,73,55.0
2743,2020-06-30,fairfax,virginia,26.5,0.0,10.7,33,71,51.0
2744,2020-07-01,fairfax,virginia,24.8,9.7,9.5,50,94,73.0
2745,2020-07-02,fairfax,virginia,26.2,0.0,10.2,37,95,61.0
2746,2020-07-03,fairfax,virginia,28.6,0.0,12.2,29,63,49.0
2747,2020-07-04,fairfax,virginia,27.9,0.0,10.7,38,77,57.0
2748,2020-07-05,fairfax,virginia,27.8,0.9,13.5,41,96,70.0
2749,2020-07-06,fairfax,virginia,27.7,10.9,15.9,42,96,72.0
2750,2020-07-07,fairfax,virginia,26.6,0.7,12.6,51,99,79.0
2751,2020-07-08,fairfax,virginia,27.2,0.0,10.5,45,98,72.0
2752,2020-07-09,fairfax,virginia,27.0,0.0,11.7,41,97,70.0
2753,2020-07-10,fairfax,virginia,27.2,0.0,13.7,52,96,71.0
2754,2020-07-11,fairfax,virginia,28.0,0.4,14.6,32,81,56.0
2755,2020-07-12,fairfax,virginia,26.4,0.4,15.1,32,77,55.0
2756,2020-07-13,fairfax,virginia,25.7,0.0,9.9,34,94,61.0
2757,2020-07-14,fairfax,virginia,26.9,0.0,10.3,25,71,45.0
2758,2020-07-15,fairfax,virginia,27.0,0.0,15.9,26,83,53.0
2759,2020-07-16,fairfax,virginia,26.8,0.0,17.2,46,84,65.0
2760,2020-07-17,fairfax,virginia,29.0,0.3,15.0,33,83,61.0
2761,2020-07-18,fairfax,virginia,30.5,0.0,10.4,22,88,51.0
2762,2020-07-19,fairfax,virginia,31.0,0.0,9.6,30,86,53.0
2763,2020-07-20,fairfax,virginia,30.3,2.8,12.6,33,81,55.0
2764,2020-07-21,fairfax,virginia,29.4,6.5,9.8,31,90,60.0
2765,2020-07-22,fairfax,virginia,26.7,15.4,10.4,45,98,84.0
2766,2020-07-23,fairfax,virginia,26.9,9.4,11.8,50,100,80.0
2767,2020-07-24,fairfax,virginia,25.0,10.0,9.7,73,100,88.0
2768,2020-07-25,fairfax,virginia,25.9,0.0,8.2,58,99,82.0
2769,2020-07-26,fairfax,virginia,28.7,0.0,10.8,33,94,63.0
2770,2020-07-27,fairfax,virginia,29.1,0.0,12.5,36,74,54.0
2771,2020-07-28,fairfax,virginia,28.5,1.2,11.3,47,78,64.0
2772,2020-07-29,fairfax,virginia,28.3,0.0,10.8,29,80,55.0
2773,2020-07-30,fairfax,virginia,28.7,1.7,11.4,34,88,62.0
2774,2020-07-31,fairfax,virginia,23.0,24.3,8.6,71,100,93.0
2775,2020-08-01,fairfax,virginia,24.6,2.9,12.0,64,100,87.0
2776,2020-08-02,fairfax,virginia,27.6,0.0,19.4,46,99,74.0
2777,2020-08-03,fairfax,virginia,24.9,14.5,10.5,56,100,78.0
2778,2020-08-04,fairfax,virginia,23.9,80.4,28.6,49,100,86.0
2779,2020-08-05,fairfax,virginia,24.8,0.0,8.7,50,83,70.0
2780,2020-08-06,fairfax,virginia,23.9,24.6,9.5,72,97,87.0
2781,2020-08-07,fairfax,virginia,23.8,12.9,10.1,72,99,91.0
2782,2020-08-08,fairfax,virginia,24.2,0.0,7.7,70,99,87.0
2783,2020-08-09,fairfax,virginia,25.5,0.0,8.9,59,99,83.0
2784,2020-08-10,fairfax,virginia,26.4,0.5,8.4,46,98,80.0
2785,2020-08-11,fairfax,virginia,26.7,0.3,9.8,55,96,80.0
2786,2020-08-12,fairfax,virginia,26.4,15.0,10.2,62,100,83.0
2787,2020-08-13,fairfax,virginia,23.4,32.0,10.9,86,100,96.0
2788,2020-08-14,fairfax,virginia,23.6,18.6,12.2,75,100,93.0
2789,2020-08-15,fairfax,virginia,22.0,11.6,14.0,64,100,90.0
2790,2020-08-16,fairfax,virginia,20.3,34.9,16.1,76,100,91.0
2791,2020-08-17,fairfax,virginia,21.8,2.2,10.3,61,100,87.0
2792,2020-08-18,fairfax,virginia,23.3,0.0,10.6,45,95,71.0
2793,2020-08-19,fairfax,virginia,22.4,1.8,11.0,55,91,75.0
2794,2020-08-20,fairfax,virginia,22.1,0.0,10.9,56,98,79.0
2795,2020-08-21,fairfax,virginia,22.5,4.1,9.9,63,98,87.0
2796,2020-08-22,fairfax,virginia,22.9,15.6,9.9,85,100,95.0
2797,2020-08-23,fairfax,virginia,24.6,2.4,9.9,67,100,88.0
2798,2020-08-24,fairfax,virginia,25.4,1.5,12.3,62,97,83.0
2799,2020-08-25,fairfax,virginia,27.0,0.0,15.7,46,85,68.0
2800,2020-08-26,fairfax,virginia,24.8,0.0,16.5,43,72,62.0
2801,2020-08-27,fairfax,virginia,26.8,0.9,17.6,48,84,68.0
2802,2020-08-28,fairfax,virginia,26.4,2.2,12.3,58,93,78.0
2803,2020-08-29,fairfax,virginia,25.1,7.6,17.0,64,100,88.0
2804,2020-08-30,fairfax,virginia,22.8,0.0,13.5,45,78,64.0
2805,2020-08-31,fairfax,virginia,20.8,16.6,11.3,76,100,89.0
2806,2020-09-01,fairfax,virginia,21.5,1.2,10.9,82,97,92.0
2807,2020-09-02,fairfax,virginia,24.9,2.6,14.8,69,99,89.0
2808,2020-09-03,fairfax,virginia,26.0,0.2,13.2,67,96,83.0
2809,2020-09-04,fairfax,virginia,24.9,1.8,13.6,61,96,81.0
2810,2020-09-05,fairfax,virginia,21.1,0.0,14.2,41,73,58.0
2811,2020-09-06,fairfax,virginia,21.7,0.0,11.6,43,87,67.0
2812,2020-09-07,fairfax,virginia,21.7,0.0,10.9,47,86,70.0
2813,2020-09-08,fairfax,virginia,22.8,0.0,9.1,58,95,78.0
2814,2020-09-09,fairfax,virginia,22.5,3.6,12.6,68,98,90.0
2815,2020-09-10,fairfax,virginia,23.0,22.9,10.2,93,100,98.0
2816,2020-09-11,fairfax,virginia,23.6,1.4,11.8,71,100,87.0
2817,2020-09-12,fairfax,virginia,20.4,2.3,14.1,68,95,82.0
2818,2020-09-13,fairfax,virginia,21.2,0.0,10.5,60,91,77.0
2819,2020-09-14,fairfax,virginia,21.8,0.0,14.8,47,90,70.0
2820,2020-09-15,fairfax,virginia,16.3,0.0,12.7,46,76,58.0
2821,2020-09-16,fairfax,virginia,17.4,0.0,10.9,58,96,78.0
2822,2020-09-17,fairfax,virginia,19.1,8.2,7.8,80,100,91.0
2823,2020-09-18,fairfax,virginia,19.0,5.0,19.1,43,100,75.0
2824,2020-09-19,fairfax,virginia,13.4,0.0,19.1,36,74,48.0
2825,2020-09-20,fairfax,virginia,12.7,0.0,12.0,39,77,59.0
2826,2020-09-21,fairfax,virginia,12.8,0.0,12.5,40,72,58.0
2827,2020-09-22,fairfax,virginia,14.3,0.0,12.4,34,85,62.0
2828,2020-09-23,fairfax,virginia,18.1,0.0,14.2,39,69,57.0
2829,2020-09-24,fairfax,virginia,18.6,0.0,9.2,62,87,70.0
2830,2020-09-25,fairfax,virginia,17.2,2.7,10.1,66,97,84.0
2831,2020-09-26,fairfax,virginia,17.9,15.4,9.1,81,100,94.0
2832,2020-09-27,fairfax,virginia,20.3,0.5,8.6,72,99,89.0
2833,2020-09-28,fairfax,virginia,21.4,0.0,15.9,59,95,83.0
2834,2020-09-29,fairfax,virginia,19.9,8.7,20.2,72,99,88.0
2835,2020-09-30,fairfax,virginia,16.1,12.7,16.2,46,99,72.0
2836,2020-10-01,fairfax,virginia,17.1,2.6,14.8,53,90,70.0
2837,2020-10-02,fairfax,virginia,15.0,4.3,12.8,38,100,69.0
2838,2020-10-03,fairfax,virginia,13.3,0.0,10.8,40,75,61.0
2839,2020-10-04,fairfax,virginia,13.7,0.0,6.1,48,91,71.0
2840,2020-10-05,fairfax,virginia,14.4,1.1,15.1,46,93,71.0
2841,2020-10-06,fairfax,virginia,14.9,0.0,13.4,53,88,72.0
2842,2020-10-07,fairfax,virginia,18.3,0.0,18.5,42,86,66.0
2843,2020-10-08,fairfax,virginia,16.4,0.0,16.3,39,69,55.0
2844,2020-10-09,fairfax,virginia,14.9,0.0,13.1,41,80,62.0
2845,2020-10-10,fairfax,virginia,17.3,0.4,15.9,67,93,81.0
2846,2020-10-11,fairfax,virginia,18.2,16.2,13.3,89,100,96.0
2847,2020-10-12,fairfax,virginia,15.6,18.6,20.6,95,100,98.0
2848,2020-10-13,fairfax,virginia,15.5,0.0,17.6,57,97,80.0
2849,2020-10-14,fairfax,virginia,15.4,0.0,14.3,43,75,61.0
2850,2020-10-15,fairfax,virginia,17.7,0.0,18.9,62,85,74.0
2851,2020-10-16,fairfax,virginia,14.3,5.1,16.4,57,90,67.0
2852,2020-10-17,fairfax,virginia,11.0,0.0,10.1,34,82,62.0
2853,2020-10-18,fairfax,virginia,11.8,0.0,10.4,52,92,76.0
2854,2020-10-19,fairfax,virginia,15.4,0.0,13.5,64,98,85.0
2855,2020-10-20,fairfax,virginia,17.4,0.0,10.3,62,98,86.0
2856,2020-10-21,fairfax,virginia,19.3,0.0,12.7,67,99,90.0
2857,2020-10-22,fairfax,virginia,19.6,0.0,11.0,67,100,89.0
2858,2020-10-23,fairfax,virginia,18.7,0.0,13.4,61,99,86.0
2859,2020-10-24,fairfax,virginia,17.7,0.2,15.2,58,96,78.0
2860,2020-10-25,fairfax,virginia,9.2,23.0,13.7,54,100,87.0
2861,2020-10-26,fairfax,virginia,12.5,0.0,9.3,80,95,88.0
2862,2020-10-27,fairfax,virginia,14.3,0.0,8.7,72,99,87.0
2863,2020-10-28,fairfax,virginia,17.3,1.3,12.0,76,99,90.0
2864,2020-10-29,fairfax,virginia,14.9,45.9,17.4,89,100,97.0
2865,2020-10-30,fairfax,virginia,9.9,3.5,17.8,60,100,80.0
2866,2020-10-31,fairfax,virginia,7.5,0.0,12.7,56,80,68.0
2867,2020-11-01,fairfax,virginia,9.6,9.1,28.6,40,100,77.0
2868,2020-11-02,fairfax,virginia,4.9,0.0,30.6,36,55,44.0
2869,2020-11-03,fairfax,virginia,9.0,0.0,17.6,37,66,47.0
2870,2020-11-04,fairfax,virginia,10.9,0.0,12.8,46,89,68.0
2871,2020-11-05,fairfax,virginia,12.4,0.0,12.2,48,82,71.0
2872,2020-11-06,fairfax,virginia,13.9,0.0,9.5,48,88,75.0
2873,2020-11-07,fairfax,virginia,14.4,0.0,8.4,51,92,76.0
2874,2020-11-08,fairfax,virginia,15.4,0.0,10.0,63,96,83.0
2875,2020-11-09,fairfax,virginia,16.1,0.0,11.8,66,98,89.0
2876,2020-11-10,fairfax,virginia,16.8,0.0,13.0,67,97,87.0
2877,2020-11-11,fairfax,virginia,18.5,50.5,16.6,91,100,97.0
2878,2020-11-12,fairfax,virginia,14.1,33.9,14.4,64,100,90.0
2879,2020-11-13,fairfax,virginia,11.7,0.1,15.1,49,82,65.0
2880,2020-11-14,fairfax,virginia,9.1,0.0,10.4,43,76,63.0
2881,2020-11-15,fairfax,virginia,12.5,5.0,27.6,59,94,80.0
2882,2020-11-16,fairfax,virginia,10.1,0.0,21.7,34,55,45.0
2883,2020-11-17,fairfax,virginia,6.3,0.1,29.6,41,61,50.0
2884,2020-11-18,fairfax,virginia,2.5,0.0,19.9,44,75,54.0
2885,2020-11-19,fairfax,virginia,4.2,0.0,18.3,48,84,66.0
2886,2020-11-20,fairfax,virginia,9.0,0.0,17.7,52,77,65.0
2887,2020-11-21,fairfax,virginia,12.7,0.0,9.7,62,80,72.0
2888,2020-11-22,fairfax,virginia,11.5,0.0,12.6,63,93,74.0
2889,2020-11-23,fairfax,virginia,9.3,2.2,25.2,43,99,69.0
2890,2020-11-24,fairfax,virginia,5.5,0.0,12.3,46,71,62.0
2891,2020-11-25,fairfax,virginia,8.5,0.0,15.1,60,82,71.0
2892,2020-11-26,fairfax,virginia,14.8,4.5,19.1,73,99,88.0
2893,2020-11-27,fairfax,virginia,11.9,0.0,7.9,68,86,80.0
2894,2020-11-28,fairfax,virginia,9.9,0.0,14.3,47,87,67.0
2895,2020-11-29,fairfax,virginia,7.4,0.0,12.2,49,91,68.0
2896,2020-11-30,fairfax,virginia,11.5,23.3,18.0,74,100,95.0
2897,2020-12-01,fairfax,virginia,5.2,0.9,19.2,45,90,63.0
2898,2020-12-02,fairfax,virginia,3.8,0.0,19.4,44,60,52.0
2899,2020-12-03,fairfax,virginia,4.6,0.0,11.9,43,79,60.0
2900,2020-12-04,fairfax,virginia,6.4,7.4,13.7,63,100,82.0
2901,2020-12-05,fairfax,virginia,6.4,24.5,25.2,46,100,74.0
2902,2020-12-06,fairfax,virginia,2.9,0.0,15.6,46,62,57.0
2903,2020-12-07,fairfax,virginia,1.4,0.0,17.6,50,69,59.0
2904,2020-12-08,fairfax,virginia,1.9,0.0,20.2,46,64,57.0
2905,2020-12-09,fairfax,virginia,2.0,0.0,12.8,53,77,65.0
2906,2020-12-10,fairfax,virginia,4.9,0.0,10.6,58,87,77.0
2907,2020-12-11,fairfax,virginia,7.1,0.0,13.6,60,91,81.0
2908,2020-12-12,fairfax,virginia,10.3,0.3,17.6,70,98,86.0
2909,2020-12-13,fairfax,virginia,11.4,0.4,16.3,60,93,77.0
2910,2020-12-14,fairfax,virginia,4.4,27.0,18.0,56,100,84.0
2911,2020-12-15,fairfax,virginia,1.4,0.0,18.0,45,65,55.0
2912,2020-12-16,fairfax,virginia,0.1,30.1,23.2,65,100,81.0
2913,2020-12-17,fairfax,virginia,-1.1,4.1,21.2,66,99,82.0
2914,2020-12-18,fairfax,virginia,-0.3,0.0,13.6,68,83,78.0
2915,2020-12-19,fairfax,virginia,-0.6,0.0,9.1,66,88,76.0
2916,2020-12-20,fairfax,virginia,2.2,0.6,14.8,76,97,88.0
2917,2020-12-21,fairfax,virginia,3.7,0.3,13.1,63,100,88.0
2918,2020-12-22,fairfax,virginia,4.5,0.6,31.5,48,93,75.0
2919,2020-12-23,fairfax,virginia,3.5,0.0,16.0,54,87,73.0
2920,2020-12-24,fairfax,virginia,10.5,31.9,27.4,72,100,90.0
2921,2020-12-25,fairfax,virginia,2.1,19.2,19.1,38,100,62.0
2922,2020-12-26,fairfax,virginia,-2.8,0.0,16.2,36,55,44.0
2923,2020-12-27,fairfax,virginia,-0.5,0.0,13.1,51,89,66.0
2924,2020-12-28,fairfax,virginia,4.7,0.0,17.7,53,89,73.0
2925,2020-12-29,fairfax,virginia,2.1,0.0,18.0,38,72,54.0
2926,2020-12-30,fairfax,virginia,2.0,0.0,21.1,48,74,62.0
2927,2020-12-31,fairfax,virginia,6.3,0.8,22.2,75,93,85.0
2928,2020-01-01,camden,new jersey,3.3,0.0,24.8,37,68,53.0
2929,2020-01-02,camden,new jersey,2.8,0.0,12.1,56,85,73.0
2930,2020-01-03,camden,new jersey,8.2,3.1,12.0,63,99,88.0
2931,2020-01-04,camden,new jersey,9.7,8.0,20.4,86,100,95.0
2932,2020-01-05,camden,new jersey,3.7,0.4,30.0,39,90,55.0
2933,2020-01-06,camden,new jersey,4.2,0.1,24.7,43,74,58.0
2934,2020-01-07,camden,new jersey,2.4,4.2,13.0,40,98,67.0
2935,2020-01-08,camden,new jersey,1.2,0.0,29.3,38,96,66.0
2936,2020-01-09,camden,new jersey,-1.2,0.0,18.7,37,62,43.0
2937,2020-01-10,camden,new jersey,5.4,0.0,17.4,68,92,82.0
2938,2020-01-11,camden,new jersey,14.8,0.0,26.4,70,91,80.0
2939,2020-01-12,camden,new jersey,15.7,4.6,36.0,45,95,69.0
2940,2020-01-13,camden,new jersey,7.2,0.0,14.0,71,94,77.0
2941,2020-01-14,camden,new jersey,5.8,2.0,8.7,87,99,95.0
2942,2020-01-15,camden,new jersey,7.4,0.0,12.2,49,97,79.0
2943,2020-01-16,camden,new jersey,7.1,1.7,33.0,41,94,64.0
2944,2020-01-17,camden,new jersey,-0.8,0.0,28.3,28,44,37.0
2945,2020-01-18,camden,new jersey,-1.5,7.1,24.3,31,93,56.0
2946,2020-01-19,camden,new jersey,2.7,2.0,26.1,44,97,68.0
2947,2020-01-20,camden,new jersey,-2.4,0.0,22.1,33,53,43.0
2948,2020-01-21,camden,new jersey,-2.9,0.0,15.6,39,59,46.0
2949,2020-01-22,camden,new jersey,-1.1,0.0,6.2,41,69,57.0
2950,2020-01-23,camden,new jersey,0.2,0.0,6.6,43,79,65.0
2951,2020-01-24,camden,new jersey,3.7,0.0,15.9,67,94,79.0
2952,2020-01-25,camden,new jersey,7.8,30.4,30.6,87,98,93.0
2953,2020-01-26,camden,new jersey,4.0,0.0,19.9,47,94,73.0
2954,2020-01-27,camden,new jersey,3.6,0.0,19.2,51,82,67.0
2955,2020-01-28,camden,new jersey,3.4,0.0,19.4,47,81,62.0
2956,2020-01-29,camden,new jersey,2.2,0.0,15.5,39,72,57.0
2957,2020-01-30,camden,new jersey,-0.7,0.0,12.0,47,87,62.0
2958,2020-01-31,camden,new jersey,2.7,0.9,7.1,66,96,82.0
2959,2020-02-01,camden,new jersey,3.0,0.9,7.2,73,100,92.0
2960,2020-02-02,camden,new jersey,3.4,2.2,18.4,59,95,82.0
2961,2020-02-03,camden,new jersey,7.0,0.0,15.8,47,90,73.0
2962,2020-02-04,camden,new jersey,10.5,2.6,11.4,71,92,81.0
2963,2020-02-05,camden,new jersey,6.0,2.1,19.1,51,96,71.0
2964,2020-02-06,camden,new jersey,5.8,26.6,14.5,87,99,97.0
2965,2020-02-07,camden,new jersey,8.1,17.2,40.7,43,99,80.0
2966,2020-02-08,camden,new jersey,1.9,0.0,22.8,36,73,53.0
2967,2020-02-09,camden,new jersey,2.5,0.0,12.6,44,90,71.0
2968,2020-02-10,camden,new jersey,6.0,10.0,22.2,72,95,85.0
2969,2020-02-11,camden,new jersey,8.5,11.5,13.4,82,100,96.0
2970,2020-02-12,camden,new jersey,5.7,1.1,19.7,37,84,54.0
2971,2020-02-13,camden,new jersey,7.4,14.7,17.9,83,98,92.0
2972,2020-02-14,camden,new jersey,0.8,0.0,22.4,24,78,48.0
2973,2020-02-15,camden,new jersey,-3.5,0.0,14.8,27,68,36.0
2974,2020-02-16,camden,new jersey,2.0,0.0,13.7,50,86,69.0
2975,2020-02-17,camden,new jersey,4.5,0.0,9.2,39,88,67.0
2976,2020-02-18,camden,new jersey,7.9,0.0,14.3,60,89,79.0
2977,2020-02-19,camden,new jersey,6.5,0.0,19.2,35,87,58.0
2978,2020-02-20,camden,new jersey,0.7,0.0,12.8,37,73,52.0
2979,2020-02-21,camden,new jersey,-1.3,0.0,19.9,29,55,40.0
2980,2020-02-22,camden,new jersey,2.0,0.0,17.7,28,59,44.0
2981,2020-02-23,camden,new jersey,4.1,0.0,12.7,26,72,52.0
2982,2020-02-24,camden,new jersey,7.0,0.0,13.0,36,88,67.0
2983,2020-02-25,camden,new jersey,7.4,6.9,12.8,74,98,92.0
2984,2020-02-26,camden,new jersey,8.8,0.5,16.2,75,99,90.0
2985,2020-02-27,camden,new jersey,4.7,9.9,35.4,28,100,57.0
2986,2020-02-28,camden,new jersey,2.0,0.2,27.0,37,58,45.0
2987,2020-02-29,camden,new jersey,-0.0,0.0,26.9,29,49,39.0
2988,2020-03-01,camden,new jersey,1.4,0.0,18.4,36,62,47.0
2989,2020-03-02,camden,new jersey,7.6,0.2,24.3,42,75,59.0
2990,2020-03-03,camden,new jersey,11.0,6.0,24.9,55,96,85.0
2991,2020-03-04,camden,new jersey,9.7,0.0,25.8,32,78,54.0
2992,2020-03-05,camden,new jersey,7.1,0.0,16.3,34,72,55.0
2993,2020-03-06,camden,new jersey,3.9,8.4,16.2,70,93,87.0
2994,2020-03-07,camden,new jersey,4.2,1.1,26.3,27,94,58.0
2995,2020-03-08,camden,new jersey,5.5,0.0,17.7,30,74,50.0
2996,2020-03-09,camden,new jersey,11.5,0.0,16.4,30,70,51.0
2997,2020-03-10,camden,new jersey,13.5,2.8,24.4,56,92,72.0
2998,2020-03-11,camden,new jersey,10.1,0.0,17.1,40,89,64.0
2999,2020-03-12,camden,new jersey,8.7,2.9,14.8,53,95,76.0
