time,temperature_2m_mean (°C),precipitation_sum (mm),windspeed_10m_max (km/h)
2020-06-15,27.4,0.40,17.4
2020-06-16,27.4,0.20,15.7
2020-06-17,27.2,0.00,15.2
2020-06-18,27.2,0.00,19.0
2020-06-19,27.5,0.30,22.4
2020-06-20,27.5,12.10,15.3
2020-06-21,26.7,6.70,24.5
2020-06-22,27.3,3.10,25.2
2020-06-23,26.9,9.90,17.0
2020-06-24,24.7,34.70,15.0
2020-06-25,25.1,13.80,18.4
2020-06-26,26.5,1.70,23.1
2020-06-27,27.5,1.70,19.4
2020-06-28,27.8,0.20,22.0
2020-06-29,28.2,0.80,24.1
2020-06-30,28.5,0.70,21.3
2020-07-01,28.8,0.00,21.4
2020-07-02,29.2,0.00,14.0
2020-07-03,28.7,0.00,17.3
2020-07-04,28.7,0.00,14.2
2020-07-05,29.0,0.00,18.0
2020-07-06,28.5,4.40,15.5
2020-07-07,29.1,0.30,14.6
2020-07-08,29.6,0.00,18.4
2020-07-09,29.8,0.00,20.2
2020-07-10,30.1,0.00,15.4
2020-07-11,30.5,0.00,16.2
2020-07-12,30.8,0.00,14.0
2020-07-13,30.9,0.00,19.0
2020-07-14,30.2,0.00,19.8
2020-07-15,30.5,0.00,19.8
2020-07-16,30.3,0.00,13.4
2020-07-17,28.0,7.80,16.6
2020-07-18,28.3,0.40,16.1
2020-07-19,28.5,2.40,14.4
2020-07-20,27.0,13.10,16.9
2020-07-21,26.2,13.40,14.1
2020-07-22,27.0,8.00,10.5
2020-07-23,28.5,0.40,14.2
2020-07-24,27.5,6.50,28.4
2020-07-25,26.5,15.60,26.2
2020-07-26,26.2,16.40,18.1
2020-07-27,26.0,12.00,13.5
2020-07-28,26.4,8.70,13.0
2020-07-29,26.3,14.50,14.5
2020-07-30,28.4,0.00,17.5
2020-07-31,28.3,0.90,17.8
2020-08-01,27.2,14.00,9.7
2020-08-02,27.4,0.00,6.7
2020-08-03,28.3,0.20,11.6
2020-08-04,28.5,0.50,11.0
2020-08-05,28.5,0.90,13.7
2020-08-06,28.1,0.50,12.4
2020-08-07,28.7,0.60,10.3
2020-08-08,28.2,3.20,12.8
2020-08-09,28.3,5.00,14.8
2020-08-10,28.7,0.70,14.9
2020-08-11,28.9,3.20,13.8
2020-08-12,29.5,0.40,14.1
2020-08-13,29.6,0.00,12.8
2020-08-14,29.9,0.00,16.9
2020-08-15,30.6,0.00,14.8
2020-08-16,30.5,0.10,13.9
2020-08-17,29.5,4.00,14.6
2020-08-18,29.8,0.00,9.4
2020-08-19,29.5,0.00,12.0
2020-08-20,28.8,0.00,11.5
2020-08-21,28.6,0.60,16.1
2020-08-22,28.7,0.10,7.9
2020-08-23,28.9,0.00,14.1
2020-08-24,29.4,0.00,14.0
2020-08-25,30.2,0.00,16.6
2020-08-26,28.7,6.20,24.6
2020-08-27,29.8,1.70,25.8
2020-08-28,30.4,2.00,18.4
2020-08-29,30.1,0.70,15.7
2020-08-30,29.8,2.30,18.6
2020-08-31,30.5,1.60,19.5
2020-09-01,30.8,0.30,26.3
2020-09-02,31.1,0.00,23.4
2020-09-03,29.5,2.40,16.2
2020-09-04,28.5,1.60,12.2
2020-09-05,27.8,3.20,14.5
2020-09-06,27.1,14.00,12.0
2020-09-07,27.0,3.50,10.8
2020-09-08,26.6,8.90,13.4
2020-09-09,27.3,4.10,16.8
2020-09-10,26.5,8.30,10.7
2020-09-11,25.9,2.50,15.8
2020-09-12,27.4,1.40,13.8
2020-09-13,27.5,1.60,15.0
2020-09-14,28.0,0.10,18.8
2020-09-15,28.5,0.30,15.3
2020-09-16,29.0,0.20,12.6
2020-09-17,27.2,4.00,14.2
2020-09-18,27.2,0.00,20.0
2020-09-19,25.7,0.00,22.7
2020-09-20,21.9,25.60,26.7
2020-09-21,22.0,30.40,31.0
2020-09-22,24.1,45.80,24.0
2020-09-23,23.6,4.10,26.5
2020-09-24,22.8,0.00,12.0
2020-09-25,23.4,0.00,10.9
2020-09-26,23.8,0.00,12.2
2020-09-27,26.5,0.00,18.0
2020-09-28,23.1,2.20,26.0
2020-09-29,20.1,0.00,19.4
2020-09-30,19.9,0.00,9.2
2020-10-01,21.4,0.00,14.8
2020-10-02,21.0,0.00,14.1
2020-10-03,20.2,0.00,12.7
2020-10-04,22.1,0.00,7.4
2020-10-05,23.1,0.00,11.6
2020-10-06,22.7,0.00,11.6
2020-10-07,23.0,0.00,10.9
2020-10-08,24.8,5.10,16.9
2020-10-09,23.4,40.10,31.4
2020-10-10,24.5,0.00,15.8
2020-10-11,26.1,0.00,16.3
2020-10-12,26.3,0.10,18.2
2020-10-13,24.8,0.00,13.6
2020-10-14,24.0,0.00,16.3
2020-10-15,25.4,0.00,18.2
2020-10-16,17.2,10.80,26.2
2020-10-17,21.1,0.00,20.6
2020-10-18,24.7,0.00,19.4
2020-10-19,25.0,2.40,15.0
2020-10-20,24.5,1.50,15.7
2020-10-21,24.2,0.80,13.9
2020-10-22,24.3,1.50,13.5
2020-10-23,24.1,4.70,22.5
2020-10-24,17.6,0.00,18.1
2020-10-25,21.1,0.00,16.3
2020-10-26,23.1,2.20,19.9
2020-10-27,19.5,1.30,16.7
2020-10-28,12.8,7.40,23.7
2020-10-29,12.5,0.00,25.2
2020-10-30,13.4,0.00,19.1
2020-10-31,14.6,0.00,10.2
2020-11-01,17.2,0.00,19.1
2020-11-02,15.0,0.00,13.0
2020-11-03,14.7,0.00,10.7
2020-11-04,16.9,0.00,14.6
2020-11-05,19.7,0.00,12.2
2020-11-06,18.6,0.00,8.6
2020-11-07,19.6,0.00,10.5
2020-11-08,21.2,0.30,12.6
2020-11-09,23.2,0.70,18.3
2020-11-10,24.1,0.80,11.2
2020-11-11,22.6,0.00,12.6
2020-11-12,21.6,0.00,10.5
2020-11-13,21.6,1.60,13.4
2020-11-14,24.0,1.70,24.3
2020-11-15,21.5,2.20,25.9
2020-11-16,15.3,0.00,15.2
2020-11-17,15.1,0.00,13.9
2020-11-18,15.8,0.00,15.1
2020-11-19,19.0,0.00,17.3
2020-11-20,21.0,0.80,17.7
2020-11-21,20.7,0.60,14.4
2020-11-22,21.1,0.00,10.9
2020-11-23,18.6,0.00,15.9
2020-11-24,22.0,0.30,27.1
2020-11-25,20.2,2.00,20.3
2020-11-26,18.6,0.20,13.5
2020-11-27,21.4,56.10,14.2
2020-11-28,18.1,28.80,21.0
2020-11-29,14.8,5.30,27.0
2020-11-30,9.1,0.00,24.8
2020-12-01,9.1,0.00,18.0
2020-12-02,16.4,13.30,24.0
2020-12-03,10.0,0.00,25.6
2020-12-04,9.2,0.00,13.4
2020-12-05,8.9,1.20,10.6
2020-12-06,11.6,1.10,16.3
2020-12-07,11.1,0.00,14.5
2020-12-08,11.7,0.00,10.7
2020-12-09,14.0,0.00,10.8
2020-12-10,15.7,0.00,17.9
2020-12-11,19.0,3.10,19.0
2020-12-12,17.4,0.20,12.6
2020-12-13,15.4,35.00,33.6
