,date,county,state,total_cases,new_cases,future_delta7,future_delta14
66,2020-05-12,fairfax,virginia,6470,270,1550,3369
67,2020-05-13,fairfax,virginia,6666,196,1497,3403
68,2020-05-14,fairfax,virginia,6951,285,1629,3552
69,2020-05-15,fairfax,virginia,7159,208,1575,3579
70,2020-05-16,fairfax,virginia,7386,227,1559,3520
71,2020-05-17,fairfax,virginia,7643,257,1346,3467
72,2020-05-18,fairfax,virginia,7843,200,1639,3376
73,2020-05-19,fairfax,virginia,8020,177,1819,3406
74,2020-05-20,fairfax,virginia,8163,143,1906,3433
75,2020-05-21,fairfax,virginia,8580,417,1923,3235
76,2020-05-22,fairfax,virginia,8734,154,2004,3170
77,2020-05-23,fairfax,virginia,8945,211,1961,3111
78,2020-05-24,fairfax,virginia,8989,44,2121,3466
79,2020-05-25,fairfax,virginia,9482,493,1737,3121
80,2020-05-26,fairfax,virginia,9839,357,1587,2856
81,2020-05-27,fairfax,virginia,10069,230,1527,2677
82,2020-05-28,fairfax,virginia,10503,434,1312,2309
83,2020-05-29,fairfax,virginia,10738,235,1166,2125
84,2020-05-30,fairfax,virginia,10906,168,1150,2033
85,2020-05-31,fairfax,virginia,11110,204,1345,1907
86,2020-06-01,fairfax,virginia,11219,109,1384,1873
87,2020-06-02,fairfax,virginia,11426,207,1269,1677
88,2020-06-03,fairfax,virginia,11596,170,1150,1557
89,2020-06-04,fairfax,virginia,11815,219,997,1394
90,2020-06-05,fairfax,virginia,11904,89,959,1340
91,2020-06-06,fairfax,virginia,12056,152,883,1285
92,2020-06-07,fairfax,virginia,12455,399,562,964
93,2020-06-08,fairfax,virginia,12603,148,489,896
94,2020-06-09,fairfax,virginia,12695,92,408,884
95,2020-06-10,fairfax,virginia,12746,51,407,842
96,2020-06-11,fairfax,virginia,12812,66,397,799
97,2020-06-12,fairfax,virginia,12863,51,381,790
98,2020-06-13,fairfax,virginia,12939,76,402,789
99,2020-06-14,fairfax,virginia,13017,78,402,761
100,2020-06-15,fairfax,virginia,13092,75,407,748
101,2020-06-16,fairfax,virginia,13103,11,476,747
102,2020-06-17,fairfax,virginia,13153,50,435,711
103,2020-06-18,fairfax,virginia,13209,56,402,677
104,2020-06-19,fairfax,virginia,13244,35,409,721
105,2020-06-20,fairfax,virginia,13341,97,387,731
106,2020-06-21,fairfax,virginia,13419,78,359,734
107,2020-06-22,fairfax,virginia,13499,80,341,706
108,2020-06-23,fairfax,virginia,13579,80,271,612
109,2020-06-24,fairfax,virginia,13588,9,276,665
110,2020-06-25,fairfax,virginia,13611,23,275,673
111,2020-06-26,fairfax,virginia,13653,42,312,703
112,2020-06-27,fairfax,virginia,13728,75,344,675
113,2020-06-28,fairfax,virginia,13778,50,375,704
114,2020-06-29,fairfax,virginia,13840,62,365,716
115,2020-06-30,fairfax,virginia,13850,10,341,724
116,2020-07-01,fairfax,virginia,13864,14,389,789
117,2020-07-02,fairfax,virginia,13886,22,398,801
118,2020-07-03,fairfax,virginia,13965,79,391,766
119,2020-07-04,fairfax,virginia,14072,107,331,726
120,2020-07-05,fairfax,virginia,14153,81,329,725
121,2020-07-06,fairfax,virginia,14205,52,351,729
122,2020-07-07,fairfax,virginia,14191,-14,383,803
123,2020-07-08,fairfax,virginia,14253,62,400,825
124,2020-07-09,fairfax,virginia,14284,31,403,842
125,2020-07-10,fairfax,virginia,14356,72,375,875
126,2020-07-11,fairfax,virginia,14403,47,395,862
127,2020-07-12,fairfax,virginia,14482,79,396,822
128,2020-07-13,fairfax,virginia,14556,74,378,899
129,2020-07-14,fairfax,virginia,14574,18,420,935
130,2020-07-15,fairfax,virginia,14653,79,425,917
131,2020-07-16,fairfax,virginia,14687,34,439,919
132,2020-07-17,fairfax,virginia,14731,44,500,885
133,2020-07-18,fairfax,virginia,14798,67,467,891
134,2020-07-19,fairfax,virginia,14878,80,426,890
135,2020-07-20,fairfax,virginia,14934,56,521,973
136,2020-07-21,fairfax,virginia,14994,60,515,993
137,2020-07-22,fairfax,virginia,15078,84,492,941
138,2020-07-23,fairfax,virginia,15126,48,480,961
139,2020-07-24,fairfax,virginia,15231,105,385,1010
140,2020-07-25,fairfax,virginia,15265,34,424,1037
141,2020-07-26,fairfax,virginia,15304,39,464,1072
142,2020-07-27,fairfax,virginia,15455,151,452,990
143,2020-07-28,fairfax,virginia,15509,54,478,1035
144,2020-07-29,fairfax,virginia,15570,61,449,1072
145,2020-07-30,fairfax,virginia,15606,36,481,1097
146,2020-07-31,fairfax,virginia,15616,10,625,1200
147,2020-08-01,fairfax,virginia,15689,73,613,1193
148,2020-08-02,fairfax,virginia,15768,79,608,1227
149,2020-08-03,fairfax,virginia,15907,139,538,1163
150,2020-08-04,fairfax,virginia,15987,80,557,1167
151,2020-08-05,fairfax,virginia,16019,32,623,1211
152,2020-08-06,fairfax,virginia,16087,68,616,1243
153,2020-08-07,fairfax,virginia,16241,154,575,1178
154,2020-08-08,fairfax,virginia,16302,61,580,1229
155,2020-08-09,fairfax,virginia,16376,74,619,1271
156,2020-08-10,fairfax,virginia,16445,69,625,1284
157,2020-08-11,fairfax,virginia,16544,99,610,1240
158,2020-08-12,fairfax,virginia,16642,98,588,1236
159,2020-08-13,fairfax,virginia,16703,61,627,1256
160,2020-08-14,fairfax,virginia,16816,113,603,1268
161,2020-08-15,fairfax,virginia,16882,66,649,1310
162,2020-08-16,fairfax,virginia,16995,113,652,1315
163,2020-08-17,fairfax,virginia,17070,75,659,1347
164,2020-08-18,fairfax,virginia,17154,84,630,1354
165,2020-08-19,fairfax,virginia,17230,76,648,1376
166,2020-08-20,fairfax,virginia,17330,100,629,1341
167,2020-08-21,fairfax,virginia,17419,89,665,1321
168,2020-08-22,fairfax,virginia,17531,112,661,1345
169,2020-08-23,fairfax,virginia,17647,116,663,1336
170,2020-08-24,fairfax,virginia,17729,82,688,1326
171,2020-08-25,fairfax,virginia,17784,55,724,1351
172,2020-08-26,fairfax,virginia,17878,94,728,1299
173,2020-08-27,fairfax,virginia,17959,81,712,1323
174,2020-08-28,fairfax,virginia,18084,125,656,1275
175,2020-08-29,fairfax,virginia,18192,108,684,1303
176,2020-08-30,fairfax,virginia,18310,118,673,1291
177,2020-08-31,fairfax,virginia,18417,107,638,1241
178,2020-09-01,fairfax,virginia,18508,91,627,1224
179,2020-09-02,fairfax,virginia,18606,98,571,1231
180,2020-09-03,fairfax,virginia,18671,65,611,1250
181,2020-09-04,fairfax,virginia,18740,69,619,1301
182,2020-09-05,fairfax,virginia,18876,136,619,1279
183,2020-09-06,fairfax,virginia,18983,107,618,1276
184,2020-09-07,fairfax,virginia,19055,72,603,1250
185,2020-09-08,fairfax,virginia,19135,80,597,1238
186,2020-09-09,fairfax,virginia,19177,42,660,1260
187,2020-09-10,fairfax,virginia,19282,105,639,1222
188,2020-09-11,fairfax,virginia,19359,77,682,1268
189,2020-09-12,fairfax,virginia,19495,136,660,1192
190,2020-09-13,fairfax,virginia,19601,106,658,1200
191,2020-09-14,fairfax,virginia,19658,57,647,1164
192,2020-09-15,fairfax,virginia,19732,74,641,1192
193,2020-09-16,fairfax,virginia,19837,105,600,1144
194,2020-09-17,fairfax,virginia,19921,84,583,1097
195,2020-09-18,fairfax,virginia,20041,120,586,1023
196,2020-09-19,fairfax,virginia,20155,114,532,1021
197,2020-09-20,fairfax,virginia,20259,104,542,1023
198,2020-09-21,fairfax,virginia,20305,46,517,1052
199,2020-09-22,fairfax,virginia,20373,68,551,1041
200,2020-09-23,fairfax,virginia,20437,64,544,1010
201,2020-09-24,fairfax,virginia,20504,67,514,1128
202,2020-09-25,fairfax,virginia,20627,123,437,1109
203,2020-09-26,fairfax,virginia,20687,60,489,1174
204,2020-09-27,fairfax,virginia,20801,114,481,1151
205,2020-09-28,fairfax,virginia,20822,21,535,1267
206,2020-09-29,fairfax,virginia,20924,102,490,1261
207,2020-09-30,fairfax,virginia,20981,57,466,1294
208,2020-10-01,fairfax,virginia,21018,37,614,1322
209,2020-10-02,fairfax,virginia,21064,46,672,1396
210,2020-10-03,fairfax,virginia,21176,112,685,1354
211,2020-10-04,fairfax,virginia,21282,106,670,1334
212,2020-10-05,fairfax,virginia,21357,75,732,1330
213,2020-10-06,fairfax,virginia,21414,57,771,1355
214,2020-10-07,fairfax,virginia,21447,33,828,1402
215,2020-10-08,fairfax,virginia,21632,185,708,1383
216,2020-10-09,fairfax,virginia,21736,104,724,1401
217,2020-10-10,fairfax,virginia,21861,125,669,1371
218,2020-10-11,fairfax,virginia,21952,91,664,1399
219,2020-10-12,fairfax,virginia,22089,137,598,1373
220,2020-10-13,fairfax,virginia,22185,96,584,1349
221,2020-10-14,fairfax,virginia,22275,90,574,1373
222,2020-10-15,fairfax,virginia,22340,65,675,1492
223,2020-10-16,fairfax,virginia,22460,120,677,1484
224,2020-10-17,fairfax,virginia,22530,70,702,1573
225,2020-10-18,fairfax,virginia,22616,86,735,1617
226,2020-10-19,fairfax,virginia,22687,71,775,1712
227,2020-10-20,fairfax,virginia,22769,82,765,1689
228,2020-10-21,fairfax,virginia,22849,80,799,1742
229,2020-10-22,fairfax,virginia,23015,166,817,1711
230,2020-10-23,fairfax,virginia,23137,122,807,1772
231,2020-10-24,fairfax,virginia,23232,95,871,1863
232,2020-10-25,fairfax,virginia,23351,119,882,1953
233,2020-10-26,fairfax,virginia,23462,111,937,2001
234,2020-10-27,fairfax,virginia,23534,72,924,2059
235,2020-10-28,fairfax,virginia,23648,114,943,2143
236,2020-10-29,fairfax,virginia,23832,184,894,2173
237,2020-10-30,fairfax,virginia,23944,112,965,2196
238,2020-10-31,fairfax,virginia,24103,159,992,2155
239,2020-11-01,fairfax,virginia,24233,130,1071,2199
240,2020-11-02,fairfax,virginia,24399,166,1064,2430
241,2020-11-03,fairfax,virginia,24458,59,1135,2563
242,2020-11-04,fairfax,virginia,24591,133,1200,2679
243,2020-11-05,fairfax,virginia,24726,135,1279,2749
244,2020-11-06,fairfax,virginia,24909,183,1231,2823
245,2020-11-07,fairfax,virginia,25095,186,1163,2965
246,2020-11-08,fairfax,virginia,25304,209,1128,3041
247,2020-11-09,fairfax,virginia,25463,159,1366,3335
248,2020-11-10,fairfax,virginia,25593,130,1428,3586
249,2020-11-11,fairfax,virginia,25791,198,1479,3775
250,2020-11-12,fairfax,virginia,26005,214,1470,3931
251,2020-11-13,fairfax,virginia,26140,135,1592,3814
252,2020-11-14,fairfax,virginia,26258,118,1802,4192
253,2020-11-15,fairfax,virginia,26432,174,1913,4379
254,2020-11-16,fairfax,virginia,26829,397,1969,4243
255,2020-11-17,fairfax,virginia,27021,192,2158,4266
256,2020-11-18,fairfax,virginia,27270,249,2296,4391
257,2020-11-19,fairfax,virginia,27475,205,2461,4440
258,2020-11-20,fairfax,virginia,27732,257,2222,4514
259,2020-11-21,fairfax,virginia,28060,328,2390,4519
260,2020-11-22,fairfax,virginia,28345,285,2466,
261,2020-11-23,fairfax,virginia,28798,453,2274,
262,2020-11-24,fairfax,virginia,29179,381,2108,
263,2020-11-25,fairfax,virginia,29566,387,2095,
264,2020-11-26,fairfax,virginia,29936,370,1979,
265,2020-11-27,fairfax,virginia,29954,18,2292,
266,2020-11-28,fairfax,virginia,30450,496,2129,
267,2020-11-29,fairfax,virginia,30811,361,,
268,2020-11-30,fairfax,virginia,31072,261,,
269,2020-12-01,fairfax,virginia,31287,215,,
270,2020-12-02,fairfax,virginia,31661,374,,
271,2020-12-03,fairfax,virginia,31915,254,,
272,2020-12-04,fairfax,virginia,32246,331,,
273,2020-12-05,fairfax,virginia,32579,333,,
274,2020-03-06,camden,new jersey,1,1,1,14
275,2020-03-07,camden,new jersey,1,0,1,14
276,2020-03-08,camden,new jersey,1,0,1,21
277,2020-03-09,camden,new jersey,1,0,2,32
278,2020-03-10,camden,new jersey,1,0,2,50
279,2020-03-11,camden,new jersey,1,0,9,60
280,2020-03-12,camden,new jersey,1,0,10,72
281,2020-03-13,camden,new jersey,2,1,13,93
282,2020-03-14,camden,new jersey,2,0,13,121
283,2020-03-15,camden,new jersey,2,0,20,161
284,2020-03-16,camden,new jersey,3,1,30,197
285,2020-03-17,camden,new jersey,3,0,48,225
286,2020-03-18,camden,new jersey,10,7,51,279
287,2020-03-19,camden,new jersey,11,1,62,332
288,2020-03-20,camden,new jersey,15,4,80,391
289,2020-03-21,camden,new jersey,15,0,108,466
290,2020-03-22,camden,new jersey,22,7,141,534
291,2020-03-23,camden,new jersey,33,11,167,612
292,2020-03-24,camden,new jersey,51,18,177,685
293,2020-03-25,camden,new jersey,61,10,228,777
294,2020-03-26,camden,new jersey,73,12,270,917
295,2020-03-27,camden,new jersey,95,22,311,977
296,2020-03-28,camden,new jersey,123,28,358,1057
297,2020-03-29,camden,new jersey,163,40,393,1107
298,2020-03-30,camden,new jersey,200,37,445,1201
299,2020-03-31,camden,new jersey,228,28,508,1249
300,2020-04-01,camden,new jersey,289,61,549,1298
301,2020-04-02,camden,new jersey,343,54,647,1391
302,2020-04-03,camden,new jersey,406,63,666,1401
303,2020-04-04,camden,new jersey,481,75,699,1437
304,2020-04-05,camden,new jersey,556,75,714,1575
305,2020-04-06,camden,new jersey,645,89,756,1610
306,2020-04-07,camden,new jersey,736,91,741,1643
307,2020-04-08,camden,new jersey,838,102,749,1690
308,2020-04-09,camden,new jersey,990,152,744,1693
309,2020-04-10,camden,new jersey,1072,82,735,1678
310,2020-04-11,camden,new jersey,1180,108,738,1690
311,2020-04-12,camden,new jersey,1270,90,861,1713
312,2020-04-13,camden,new jersey,1401,131,854,1723
313,2020-04-14,camden,new jersey,1477,76,902,1808
314,2020-04-15,camden,new jersey,1587,110,941,1798
315,2020-04-16,camden,new jersey,1734,147,949,1785
316,2020-04-17,camden,new jersey,1807,73,943,1839
317,2020-04-18,camden,new jersey,1918,111,952,1855
318,2020-04-19,camden,new jersey,2131,213,852,1842
319,2020-04-20,camden,new jersey,2255,124,869,1818
320,2020-04-21,camden,new jersey,2379,124,906,1872
321,2020-04-22,camden,new jersey,2528,149,857,1779
322,2020-04-23,camden,new jersey,2683,155,836,1796
323,2020-04-24,camden,new jersey,2750,67,896,1869
324,2020-04-25,camden,new jersey,2870,120,903,1888
325,2020-04-26,camden,new jersey,2983,113,990,1887
326,2020-04-27,camden,new jersey,3124,141,949,1835
327,2020-04-28,camden,new jersey,3285,161,966,1758
328,2020-04-29,camden,new jersey,3385,100,922,1714
329,2020-04-30,camden,new jersey,3519,134,960,1653
330,2020-05-01,camden,new jersey,3646,127,973,1609
331,2020-05-02,camden,new jersey,3773,127,985,1608
332,2020-05-03,camden,new jersey,3973,200,897,1482
333,2020-05-04,camden,new jersey,4073,100,886,1500
334,2020-05-05,camden,new jersey,4251,178,792,1393
335,2020-05-06,camden,new jersey,4307,56,792,1431
336,2020-05-07,camden,new jersey,4479,172,693,1339
337,2020-05-08,camden,new jersey,4619,140,636,1304
338,2020-05-09,camden,new jersey,4758,139,623,1195
339,2020-05-10,camden,new jersey,4870,112,585,1154
340,2020-05-11,camden,new jersey,4959,89,614,1144
341,2020-05-12,camden,new jersey,5043,84,601,1128
342,2020-05-13,camden,new jersey,5099,56,639,1128
343,2020-05-14,camden,new jersey,5172,73,646,1120
344,2020-05-15,camden,new jersey,5255,83,668,1095
345,2020-05-16,camden,new jersey,5381,126,572,1044
346,2020-05-17,camden,new jersey,5455,74,569,1055
347,2020-05-18,camden,new jersey,5573,118,530,970
348,2020-05-19,camden,new jersey,5644,71,527,959
349,2020-05-20,camden,new jersey,5738,94,489,907
350,2020-05-21,camden,new jersey,5818,80,474,845
351,2020-05-22,camden,new jersey,5923,105,427,809
352,2020-05-23,camden,new jersey,5953,30,472,832
353,2020-05-24,camden,new jersey,6024,71,486,775
354,2020-05-25,camden,new jersey,6103,79,440,724
355,2020-05-26,camden,new jersey,6171,68,432,678
356,2020-05-27,camden,new jersey,6227,56,418,676
357,2020-05-28,camden,new jersey,6292,65,371,646
358,2020-05-29,camden,new jersey,6350,58,382,602
359,2020-05-30,camden,new jersey,6425,75,360,561
360,2020-05-31,camden,new jersey,6510,85,289,508
361,2020-06-01,camden,new jersey,6543,33,284,482
362,2020-06-02,camden,new jersey,6603,60,246,437
363,2020-06-03,camden,new jersey,6645,42,258,402
364,2020-06-04,camden,new jersey,6663,18,275,398
365,2020-06-05,camden,new jersey,6732,69,220,356
366,2020-06-06,camden,new jersey,6785,53,201,332
367,2020-06-07,camden,new jersey,6799,14,219,336
368,2020-06-08,camden,new jersey,6827,28,198,326
369,2020-06-09,camden,new jersey,6849,22,191,314
370,2020-06-10,camden,new jersey,6903,54,144,282
371,2020-06-11,camden,new jersey,6938,35,123,321
372,2020-06-12,camden,new jersey,6952,14,136,340
373,2020-06-13,camden,new jersey,6986,34,131,339
374,2020-06-14,camden,new jersey,7018,32,117,313
375,2020-06-15,camden,new jersey,7025,7,128,319
376,2020-06-16,camden,new jersey,7040,15,123,324
377,2020-06-17,camden,new jersey,7047,7,138,368
378,2020-06-18,camden,new jersey,7061,14,198,396
379,2020-06-19,camden,new jersey,7088,27,204,382
380,2020-06-20,camden,new jersey,7117,29,208,368
381,2020-06-21,camden,new jersey,7135,18,196,395
382,2020-06-22,camden,new jersey,7153,18,191,394
383,2020-06-23,camden,new jersey,7163,10,201,424
384,2020-06-24,camden,new jersey,7185,22,230,439
385,2020-06-25,camden,new jersey,7259,74,198,393
386,2020-06-26,camden,new jersey,7292,33,178,391
387,2020-06-27,camden,new jersey,7325,33,160,397
388,2020-06-28,camden,new jersey,7331,6,199,413
389,2020-06-29,camden,new jersey,7344,13,203,424
390,2020-06-30,camden,new jersey,7364,20,223,434
391,2020-07-01,camden,new jersey,7415,51,209,416
392,2020-07-02,camden,new jersey,7457,42,195,385
393,2020-07-03,camden,new jersey,7470,13,213,377
394,2020-07-04,camden,new jersey,7485,15,237,389
395,2020-07-05,camden,new jersey,7530,45,214,355
396,2020-07-06,camden,new jersey,7547,17,221,354
397,2020-07-07,camden,new jersey,7587,40,211,336
398,2020-07-08,camden,new jersey,7624,37,207,319
399,2020-07-09,camden,new jersey,7652,28,190,313
400,2020-07-10,camden,new jersey,7683,31,164,324
401,2020-07-11,camden,new jersey,7722,39,152,359
402,2020-07-12,camden,new jersey,7744,22,141,398
403,2020-07-13,camden,new jersey,7768,24,133,417
404,2020-07-14,camden,new jersey,7798,30,125,424
405,2020-07-15,camden,new jersey,7831,33,112,449
406,2020-07-16,camden,new jersey,7842,11,123,453
407,2020-07-17,camden,new jersey,7847,5,160,509
408,2020-07-18,camden,new jersey,7874,27,207,515
409,2020-07-19,camden,new jersey,7885,11,257,527
410,2020-07-20,camden,new jersey,7901,16,284,529
411,2020-07-21,camden,new jersey,7923,22,299,532
412,2020-07-22,camden,new jersey,7943,20,337,555
413,2020-07-23,camden,new jersey,7965,22,330,555
414,2020-07-24,camden,new jersey,8007,42,349,548
415,2020-07-25,camden,new jersey,8081,74,308,500
416,2020-07-26,camden,new jersey,8142,61,270,476
417,2020-07-27,camden,new jersey,8185,43,245,451
418,2020-07-28,camden,new jersey,8222,37,233,448
419,2020-07-29,camden,new jersey,8280,58,218,420
420,2020-07-30,camden,new jersey,8295,15,225,449
421,2020-07-31,camden,new jersey,8356,61,199,432
422,2020-08-01,camden,new jersey,8389,33,192,440
423,2020-08-02,camden,new jersey,8412,23,206,436
424,2020-08-03,camden,new jersey,8430,18,206,445
425,2020-08-04,camden,new jersey,8455,25,215,445
426,2020-08-05,camden,new jersey,8498,43,202,438
427,2020-08-06,camden,new jersey,8520,22,224,433
428,2020-08-07,camden,new jersey,8555,35,233,419
429,2020-08-08,camden,new jersey,8581,26,248,411
430,2020-08-09,camden,new jersey,8618,37,230,397
431,2020-08-10,camden,new jersey,8636,18,239,397
432,2020-08-11,camden,new jersey,8670,34,230,385
433,2020-08-12,camden,new jersey,8700,30,236,372
434,2020-08-13,camden,new jersey,8744,44,209,362
435,2020-08-14,camden,new jersey,8788,44,186,357
436,2020-08-15,camden,new jersey,8829,41,163,339
437,2020-08-16,camden,new jersey,8848,19,167,346
438,2020-08-17,camden,new jersey,8875,27,158,334
439,2020-08-18,camden,new jersey,8900,25,155,330
440,2020-08-19,camden,new jersey,8936,36,136,314
441,2020-08-20,camden,new jersey,8953,17,153,336
442,2020-08-21,camden,new jersey,8974,21,171,348
443,2020-08-22,camden,new jersey,8992,18,176,352
444,2020-08-23,camden,new jersey,9015,23,179,348
445,2020-08-24,camden,new jersey,9033,18,176,355
446,2020-08-25,camden,new jersey,9055,22,175,352
447,2020-08-26,camden,new jersey,9072,17,178,365
448,2020-08-27,camden,new jersey,9106,34,183,360
449,2020-08-28,camden,new jersey,9145,39,177,353
450,2020-08-29,camden,new jersey,9168,23,176,345
451,2020-08-30,camden,new jersey,9194,26,169,335
452,2020-08-31,camden,new jersey,9209,15,179,350
453,2020-09-01,camden,new jersey,9230,21,177,357
454,2020-09-02,camden,new jersey,9250,20,187,366
455,2020-09-03,camden,new jersey,9289,39,177,371
456,2020-09-04,camden,new jersey,9322,33,176,364
457,2020-09-05,camden,new jersey,9344,22,169,376
458,2020-09-06,camden,new jersey,9363,19,166,397
459,2020-09-07,camden,new jersey,9388,25,171,394
460,2020-09-08,camden,new jersey,9407,19,180,394
461,2020-09-09,camden,new jersey,9437,30,179,381
462,2020-09-10,camden,new jersey,9466,29,194,386
463,2020-09-11,camden,new jersey,9498,32,188,378
464,2020-09-12,camden,new jersey,9513,15,207,400
465,2020-09-13,camden,new jersey,9529,16,231,412
466,2020-09-14,camden,new jersey,9559,30,223,401
467,2020-09-15,camden,new jersey,9587,28,214,393
468,2020-09-16,camden,new jersey,9616,29,202,399
469,2020-09-17,camden,new jersey,9660,44,192,389
470,2020-09-18,camden,new jersey,9686,26,190,402
471,2020-09-19,camden,new jersey,9720,34,193,418
472,2020-09-20,camden,new jersey,9760,40,181,417
473,2020-09-21,camden,new jersey,9782,22,178,420
474,2020-09-22,camden,new jersey,9801,19,179,422
475,2020-09-23,camden,new jersey,9818,17,197,434
476,2020-09-24,camden,new jersey,9852,34,197,487
477,2020-09-25,camden,new jersey,9876,24,212,551
478,2020-09-26,camden,new jersey,9913,37,225,558
479,2020-09-27,camden,new jersey,9941,28,236,582
480,2020-09-28,camden,new jersey,9960,19,242,587
481,2020-09-29,camden,new jersey,9980,20,243,626
482,2020-09-30,camden,new jersey,10015,35,237,628
483,2020-10-01,camden,new jersey,10049,34,290,650
484,2020-10-02,camden,new jersey,10088,39,339,660
485,2020-10-03,camden,new jersey,10138,50,333,654
486,2020-10-04,camden,new jersey,10177,39,346,711
487,2020-10-05,camden,new jersey,10202,25,345,759
488,2020-10-06,camden,new jersey,10223,21,383,776
489,2020-10-07,camden,new jersey,10252,29,391,808
490,2020-10-08,camden,new jersey,10339,87,360,785
491,2020-10-09,camden,new jersey,10427,88,321,741
492,2020-10-10,camden,new jersey,10471,44,321,821
493,2020-10-11,camden,new jersey,10523,52,365,810
494,2020-10-12,camden,new jersey,10547,24,414,842
495,2020-10-13,camden,new jersey,10606,59,393,854
496,2020-10-14,camden,new jersey,10643,37,417,929
497,2020-10-15,camden,new jersey,10699,56,425,971
498,2020-10-16,camden,new jersey,10748,49,420,1034
499,2020-10-17,camden,new jersey,10792,44,500,1060
500,2020-10-18,camden,new jersey,10888,96,445,1153
501,2020-10-19,camden,new jersey,10961,73,428,1152
502,2020-10-20,camden,new jersey,10999,38,461,1226
503,2020-10-21,camden,new jersey,11060,61,512,1321
504,2020-10-22,camden,new jersey,11124,64,546,1426
505,2020-10-23,camden,new jersey,11168,44,614,1547
506,2020-10-24,camden,new jersey,11292,124,560,1660
507,2020-10-25,camden,new jersey,11333,41,708,1740
508,2020-10-26,camden,new jersey,11389,56,724,1883
509,2020-10-27,camden,new jersey,11460,71,765,2012
510,2020-10-28,camden,new jersey,11572,112,809,2119
511,2020-10-29,camden,new jersey,11670,98,880,2296
512,2020-10-30,camden,new jersey,11782,112,933,2437
513,2020-10-31,camden,new jersey,11852,70,1100,2665
514,2020-11-01,camden,new jersey,12041,189,1032,2875
515,2020-11-02,camden,new jersey,12113,72,1159,2972
516,2020-11-03,camden,new jersey,12225,112,1247,3123
517,2020-11-04,camden,new jersey,12381,156,1310,3192
518,2020-11-05,camden,new jersey,12550,169,1416,3336
519,2020-11-06,camden,new jersey,12715,165,1504,3444
520,2020-11-07,camden,new jersey,12952,237,1565,3644
521,2020-11-08,camden,new jersey,13073,121,1843,3845
522,2020-11-09,camden,new jersey,13272,199,1813,3895
523,2020-11-10,camden,new jersey,13472,200,1876,3963
524,2020-11-11,camden,new jersey,13691,219,1882,4039
525,2020-11-12,camden,new jersey,13966,275,1920,4098
526,2020-11-13,camden,new jersey,14219,253,1940,4216
527,2020-11-14,camden,new jersey,14517,298,2079,4037
528,2020-11-15,camden,new jersey,14916,399,2002,4097
529,2020-11-16,camden,new jersey,15085,169,2082,4221
530,2020-11-17,camden,new jersey,15348,263,2087,4210
531,2020-11-18,camden,new jersey,15573,225,2157,4326
532,2020-11-19,camden,new jersey,15886,313,2178,4402
533,2020-11-20,camden,new jersey,16159,273,2276,4625
534,2020-11-21,camden,new jersey,16596,437,1958,4532
535,2020-11-22,camden,new jersey,16918,322,2095,
536,2020-11-23,camden,new jersey,17167,249,2139,
537,2020-11-24,camden,new jersey,17435,268,2123,
538,2020-11-25,camden,new jersey,17730,295,2169,
539,2020-11-26,camden,new jersey,18064,334,2224,
540,2020-11-27,camden,new jersey,18435,371,2349,
541,2020-11-28,camden,new jersey,18554,119,2574,
542,2020-11-29,camden,new jersey,19013,459,,
543,2020-11-30,camden,new jersey,19306,293,,
544,2020-12-01,camden,new jersey,19558,252,,
545,2020-12-02,camden,new jersey,19899,341,,
546,2020-12-03,camden,new jersey,20288,389,,
547,2020-12-04,camden,new jersey,20784,496,,
548,2020-12-05,camden,new jersey,21128,344,,
549,2020-03-05,harris,texas,4,4,5,31
550,2020-03-06,harris,texas,5,1,5,50
551,2020-03-07,harris,texas,5,0,6,63
552,2020-03-08,harris,texas,6,1,7,68
553,2020-03-09,harris,texas,6,0,7,72
554,2020-03-10,harris,texas,7,1,9,127
555,2020-03-11,harris,texas,7,0,21,178
556,2020-03-12,harris,texas,9,2,26,194
557,2020-03-13,harris,texas,10,1,45,219
558,2020-03-14,harris,texas,11,1,57,434
559,2020-03-15,harris,texas,13,2,61,513
560,2020-03-16,harris,texas,13,0,65,550
561,2020-03-17,harris,texas,16,3,118,664
562,2020-03-18,harris,texas,28,12,157,819
563,2020-03-19,harris,texas,35,7,168,860
564,2020-03-20,harris,texas,55,20,174,981
565,2020-03-21,harris,texas,68,13,377,1216
566,2020-03-22,harris,texas,74,6,452,1321
567,2020-03-23,harris,texas,78,4,485,1731
568,2020-03-24,harris,texas,134,56,546,2012
569,2020-03-25,harris,texas,185,51,662,2156
570,2020-03-26,harris,texas,203,18,692,2844
571,2020-03-27,harris,texas,229,26,807,3032
572,2020-03-28,harris,texas,445,216,839,3116
573,2020-03-29,harris,texas,526,81,869,3103
574,2020-03-30,harris,texas,563,37,1246,3184
575,2020-03-31,harris,texas,680,117,1466,3227
576,2020-04-01,harris,texas,847,167,1494,3250
577,2020-04-02,harris,texas,895,48,2152,3411
578,2020-04-03,harris,texas,1036,141,2225,3424
579,2020-04-04,harris,texas,1284,248,2277,3369
580,2020-04-05,harris,texas,1395,111,2234,3428
581,2020-04-06,harris,texas,1809,414,1938,3168
582,2020-04-07,harris,texas,2146,337,1761,2997
583,2020-04-08,harris,texas,2341,195,1756,2870
584,2020-04-09,harris,texas,3047,706,1259,2283
585,2020-04-10,harris,texas,3261,214,1199,2221
586,2020-04-11,harris,texas,3561,300,1092,2067
587,2020-04-12,harris,texas,3629,68,1194,2100
