,date,county,state,total_cases,new_cases,future_delta7,future_delta14
588,2020-04-13,harris,texas,3747,118,1230,2080
589,2020-04-14,harris,texas,3907,160,1236,2079
590,2020-04-15,harris,texas,4097,190,1114,2064
591,2020-04-16,harris,texas,4306,209,1024,2050
592,2020-04-17,harris,texas,4460,154,1022,2091
593,2020-04-18,harris,texas,4653,193,975,2055
594,2020-04-19,harris,texas,4823,170,906,2015
595,2020-04-20,harris,texas,4977,154,850,1990
596,2020-04-21,harris,texas,5143,166,843,1985
597,2020-04-22,harris,texas,5211,68,950,2033
598,2020-04-23,harris,texas,5330,119,1026,2047
599,2020-04-24,harris,texas,5482,152,1069,2112
600,2020-04-25,harris,texas,5628,146,1080,2175
601,2020-04-26,harris,texas,5729,101,1109,2149
602,2020-04-27,harris,texas,5827,98,1140,2349
603,2020-04-28,harris,texas,5986,159,1142,2430
604,2020-04-29,harris,texas,6161,175,1083,2460
605,2020-04-30,harris,texas,6356,195,1021,2461
606,2020-05-01,harris,texas,6551,195,1043,2499
607,2020-05-02,harris,texas,6708,157,1095,2418
608,2020-05-03,harris,texas,6838,130,1040,2627
609,2020-05-04,harris,texas,6967,129,1209,2668
610,2020-05-05,harris,texas,7128,161,1288,2731
611,2020-05-06,harris,texas,7244,116,1377,2851
612,2020-05-07,harris,texas,7377,133,1440,2906
613,2020-05-08,harris,texas,7594,217,1456,2932
614,2020-05-09,harris,texas,7803,209,1323,2967
615,2020-05-10,harris,texas,7878,75,1587,3043
616,2020-05-11,harris,texas,8176,298,1459,2745
617,2020-05-12,harris,texas,8416,240,1443,2865
618,2020-05-13,harris,texas,8621,205,1474,2921
619,2020-05-14,harris,texas,8817,196,1466,2953
620,2020-05-15,harris,texas,9050,233,1476,2959
621,2020-05-16,harris,texas,9126,76,1644,3094
622,2020-05-17,harris,texas,9465,339,1456,2811
623,2020-05-18,harris,texas,9635,170,1286,3029
624,2020-05-19,harris,texas,9859,224,1422,3168
625,2020-05-20,harris,texas,10095,236,1447,3173
626,2020-05-21,harris,texas,10283,188,1487,3320
627,2020-05-22,harris,texas,10526,243,1483,3414
628,2020-05-23,harris,texas,10770,244,1450,3653
629,2020-05-24,harris,texas,10921,151,1355,3665
630,2020-05-25,harris,texas,10921,0,1743,3997
631,2020-05-26,harris,texas,11281,360,1746,3957
632,2020-05-27,harris,texas,11542,261,1726,4010
633,2020-05-28,harris,texas,11770,228,1833,4094
634,2020-05-29,harris,texas,12009,239,1931,4179
635,2020-05-30,harris,texas,12220,211,2203,4348
636,2020-05-31,harris,texas,12276,56,2310,4502
637,2020-06-01,harris,texas,12664,388,2254,4618
638,2020-06-02,harris,texas,13027,363,2211,4680
639,2020-06-03,harris,texas,13268,241,2284,4889
640,2020-06-04,harris,texas,13603,335,2261,4949
641,2020-06-05,harris,texas,13940,337,2248,5799
642,2020-06-06,harris,texas,14423,483,2145,6451
643,2020-06-07,harris,texas,14586,163,2192,6467
644,2020-06-08,harris,texas,14918,332,2364,8129
645,2020-06-09,harris,texas,15238,320,2469,9183
646,2020-06-10,harris,texas,15552,314,2605,10234
647,2020-06-11,harris,texas,15864,312,2688,11153
648,2020-06-12,harris,texas,16188,324,3551,12067
649,2020-06-13,harris,texas,16568,380,4306,12595
650,2020-06-14,harris,texas,16778,210,4275,12498
651,2020-06-15,harris,texas,17282,504,5765,13447
652,2020-06-16,harris,texas,17707,425,6714,13715
653,2020-06-17,harris,texas,18157,450,7629,14702
654,2020-06-18,harris,texas,18552,395,8465,15556
655,2020-06-19,harris,texas,19739,1187,8516,15577
656,2020-06-20,harris,texas,20874,1135,8289,15039
657,2020-06-21,harris,texas,21053,179,8223,15544
658,2020-06-22,harris,texas,23047,1994,7682,14729
659,2020-06-23,harris,texas,24421,1374,7001,14890
660,2020-06-24,harris,texas,25786,1365,7073,14226
661,2020-06-25,harris,texas,27017,1231,7091,13902
662,2020-06-26,harris,texas,28255,1238,7061,13745
663,2020-06-27,harris,texas,29163,908,6750,14776
664,2020-06-28,harris,texas,29276,113,7321,16092
665,2020-06-29,harris,texas,30729,1453,7047,16640
666,2020-06-30,harris,texas,31422,693,7889,17605
667,2020-07-01,harris,texas,32859,1437,7153,17511
668,2020-07-02,harris,texas,34108,1249,6811,17861
669,2020-07-03,harris,texas,35316,1208,6684,18239
670,2020-07-04,harris,texas,35913,597,8026,18893
671,2020-07-05,harris,texas,36597,684,8771,19172
672,2020-07-06,harris,texas,37776,1179,9593,19319
673,2020-07-07,harris,texas,39311,1535,9716,19169
674,2020-07-08,harris,texas,40012,701,10358,19912
675,2020-07-09,harris,texas,40919,907,11050,20497
676,2020-07-10,harris,texas,42000,1081,11555,20619
677,2020-07-11,harris,texas,43939,1939,10867,20174
678,2020-07-12,harris,texas,45368,1429,10401,19981
679,2020-07-13,harris,texas,47369,2001,9726,18826
680,2020-07-14,harris,texas,49027,1658,9453,18633
681,2020-07-15,harris,texas,50370,1343,9554,18756
682,2020-07-16,harris,texas,51969,1599,9447,18881
683,2020-07-17,harris,texas,53555,1586,9064,19409
684,2020-07-18,harris,texas,54806,1251,9307,20078
685,2020-07-19,harris,texas,55769,963,9580,20873
686,2020-07-20,harris,texas,57095,1326,9100,21010
687,2020-07-21,harris,texas,58480,1385,9180,21063
688,2020-07-22,harris,texas,59924,1444,9202,20990
689,2020-07-23,harris,texas,61416,1492,9434,20503
690,2020-07-24,harris,texas,62619,1203,10345,20564
691,2020-07-25,harris,texas,64113,1494,10771,20487
692,2020-07-26,harris,texas,65349,1236,11293,20408
693,2020-07-27,harris,texas,66195,846,11910,20368
694,2020-07-28,harris,texas,67660,1465,11883,19845
695,2020-07-29,harris,texas,69126,1466,11788,19368
696,2020-07-30,harris,texas,70850,1724,11069,18575
697,2020-07-31,harris,texas,72964,2114,10219,17610
698,2020-08-01,harris,texas,74884,1920,9716,16814
699,2020-08-02,harris,texas,76642,1758,9115,15611
700,2020-08-03,harris,texas,78105,1463,8458,14839
701,2020-08-04,harris,texas,79543,1438,7962,14329
702,2020-08-05,harris,texas,80914,1371,7580,13762
703,2020-08-06,harris,texas,81919,1005,7506,13712
704,2020-08-07,harris,texas,83183,1264,7391,13475
705,2020-08-08,harris,texas,84600,1417,7098,13145
706,2020-08-09,harris,texas,85757,1157,6496,12749
707,2020-08-10,harris,texas,86563,806,6381,12727
708,2020-08-11,harris,texas,87505,942,6367,12666
709,2020-08-12,harris,texas,88494,989,6182,12583
710,2020-08-13,harris,texas,89425,931,6206,12245
711,2020-08-14,harris,texas,90574,1149,6084,12514
712,2020-08-15,harris,texas,91698,1124,6047,12951
713,2020-08-16,harris,texas,92253,555,6253,13504
714,2020-08-17,harris,texas,92944,691,6346,13651
715,2020-08-18,harris,texas,93872,928,6299,13618
716,2020-08-19,harris,texas,94676,804,6401,13409
717,2020-08-20,harris,texas,95631,955,6039,13188
718,2020-08-21,harris,texas,96658,1027,6430,13176
719,2020-08-22,harris,texas,97745,1087,6904,13017
720,2020-08-23,harris,texas,98506,761,7251,13019
721,2020-08-24,harris,texas,99290,784,7305,12235
722,2020-08-25,harris,texas,100171,881,7319,11868
723,2020-08-26,harris,texas,101077,906,7008,11685
724,2020-08-27,harris,texas,101670,593,7149,11834
725,2020-08-28,harris,texas,103088,1418,6746,11673
726,2020-08-29,harris,texas,104649,1561,6113,10500
727,2020-08-30,harris,texas,105757,1108,5768,10415
728,2020-08-31,harris,texas,106595,838,4930,10973
729,2020-09-01,harris,texas,107490,895,4549,12846
730,2020-09-02,harris,texas,108085,595,4677,12686
731,2020-09-03,harris,texas,108819,734,4685,12809
732,2020-09-04,harris,texas,109834,1015,4927,12611
733,2020-09-05,harris,texas,110762,928,4387,12502
734,2020-09-06,harris,texas,111525,763,4647,12292
735,2020-09-07,harris,texas,111525,0,6043,26421
736,2020-09-08,harris,texas,112039,514,8297,26434
737,2020-09-09,harris,texas,112762,723,8009,26255
738,2020-09-10,harris,texas,113504,742,8124,26177
739,2020-09-11,harris,texas,114761,1257,7684,25771
740,2020-09-12,harris,texas,115149,388,8115,25719
741,2020-09-13,harris,texas,116172,1023,7645,25181
742,2020-09-14,harris,texas,117568,1396,20378,24139
743,2020-09-15,harris,texas,120336,2768,18137,21979
744,2020-09-16,harris,texas,120771,435,18246,21910
745,2020-09-17,harris,texas,121628,857,18053,21902
746,2020-09-18,harris,texas,122445,817,18087,23789
747,2020-09-19,harris,texas,123264,819,17604,24034
748,2020-09-20,harris,texas,123817,553,17536,23991
749,2020-09-21,harris,texas,137946,14129,3761,10289
750,2020-09-22,harris,texas,138473,527,3842,10296
751,2020-09-23,harris,texas,139017,544,3664,10377
752,2020-09-24,harris,texas,139681,664,3849,10090
753,2020-09-25,harris,texas,140532,851,5702,9644
754,2020-09-26,harris,texas,140868,336,6430,9758
755,2020-09-27,harris,texas,141353,485,6455,9808
756,2020-09-28,harris,texas,141707,354,6528,9756
757,2020-09-29,harris,texas,142315,608,6454,9565
758,2020-09-30,harris,texas,142681,366,6713,9942
759,2020-10-01,harris,texas,143530,849,6241,9447
760,2020-10-02,harris,texas,146234,2704,3942,7337
761,2020-10-03,harris,texas,147298,1064,3328,6657
762,2020-10-04,harris,texas,147808,510,3353,6559
763,2020-10-05,harris,texas,148235,427,3228,6530
764,2020-10-06,harris,texas,148769,534,3111,6423
765,2020-10-07,harris,texas,149394,625,3229,6641
766,2020-10-08,harris,texas,149771,377,3206,6971
767,2020-10-09,harris,texas,150176,405,3395,7216
768,2020-10-10,harris,texas,150626,450,3329,7753
769,2020-10-11,harris,texas,151161,535,3206,7597
770,2020-10-12,harris,texas,151463,302,3302,7809
771,2020-10-13,harris,texas,151880,417,3312,7737
772,2020-10-14,harris,texas,152623,743,3412,7909
773,2020-10-15,harris,texas,152977,354,3765,8007
774,2020-10-16,harris,texas,153571,594,3821,8042
775,2020-10-17,harris,texas,153955,384,4424,8351
776,2020-10-18,harris,texas,154367,412,4391,8440
777,2020-10-19,harris,texas,154765,398,4507,8522
778,2020-10-20,harris,texas,155192,427,4425,8653
779,2020-10-21,harris,texas,156035,843,4497,8410
780,2020-10-22,harris,texas,156742,707,4242,8510
781,2020-10-23,harris,texas,157392,650,4221,8575
782,2020-10-24,harris,texas,158379,987,3927,8166
783,2020-10-25,harris,texas,158758,379,4049,8573
784,2020-10-26,harris,texas,159272,514,4015,8684
785,2020-10-27,harris,texas,159617,345,4228,9129
786,2020-10-28,harris,texas,160532,915,3913,10303
787,2020-10-29,harris,texas,160984,452,4268,10932
788,2020-10-30,harris,texas,161613,629,4354,11150
789,2020-10-31,harris,texas,162306,693,4239,11130
790,2020-11-01,harris,texas,162807,501,4524,11686
791,2020-11-02,harris,texas,163287,480,4669,12127
792,2020-11-03,harris,texas,163845,558,4901,12114
793,2020-11-04,harris,texas,164445,600,6390,13021
794,2020-11-05,harris,texas,165252,807,6664,13559
795,2020-11-06,harris,texas,165967,715,6796,13944
796,2020-11-07,harris,texas,166545,578,6891,14816
797,2020-11-08,harris,texas,167331,786,7162,14861
798,2020-11-09,harris,texas,167956,625,7458,15296
799,2020-11-10,harris,texas,168746,790,7213,16558
800,2020-11-11,harris,texas,170835,2089,6631,16328
801,2020-11-12,harris,texas,171916,1081,6895,15843
802,2020-11-13,harris,texas,172763,847,7148,15104
803,2020-11-14,harris,texas,173436,673,7925,14496
804,2020-11-15,harris,texas,174493,1057,7699,16138
805,2020-11-16,harris,texas,175414,921,7838,16099
806,2020-11-17,harris,texas,175959,545,9345,16168
807,2020-11-18,harris,texas,177466,1507,9697,15623
808,2020-11-19,harris,texas,178811,1345,8948,16088
809,2020-11-20,harris,texas,179911,1100,7956,15647
810,2020-11-21,harris,texas,181361,1450,6571,15297
811,2020-11-22,harris,texas,182192,831,8439,
812,2020-11-23,harris,texas,183252,1060,8261,
813,2020-11-24,harris,texas,185304,2052,6823,
814,2020-11-25,harris,texas,187163,1859,5926,
815,2020-11-26,harris,texas,187759,596,7140,
816,2020-11-27,harris,texas,187867,108,7691,
817,2020-11-28,harris,texas,187932,65,8726,
818,2020-11-29,harris,texas,190631,2699,,
819,2020-11-30,harris,texas,191513,882,,
820,2020-12-01,harris,texas,192127,614,,
821,2020-12-02,harris,texas,193089,962,,
822,2020-12-03,harris,texas,194899,1810,,
823,2020-12-04,harris,texas,195558,659,,
824,2020-12-05,harris,texas,196658,1100,,
825,2020-03-14,franklin,ohio,1,1,20,221
826,2020-03-15,franklin,ohio,3,2,31,244
827,2020-03-16,franklin,ohio,3,0,43,278
828,2020-03-17,franklin,ohio,4,1,71,321
829,2020-03-18,franklin,ohio,7,3,81,384
830,2020-03-19,franklin,ohio,10,3,99,431
831,2020-03-20,franklin,ohio,14,4,138,489
832,2020-03-21,franklin,ohio,21,7,201,536
833,2020-03-22,franklin,ohio,34,13,213,563
834,2020-03-23,franklin,ohio,46,12,235,598
835,2020-03-24,franklin,ohio,75,29,250,628
836,2020-03-25,franklin,ohio,88,13,303,673
837,2020-03-26,franklin,ohio,109,21,332,693
838,2020-03-27,franklin,ohio,152,43,351,698
839,2020-03-28,franklin,ohio,222,70,335,672
840,2020-03-29,franklin,ohio,247,25,350,696
841,2020-03-30,franklin,ohio,281,34,363,731
842,2020-03-31,franklin,ohio,325,44,378,728
843,2020-04-01,franklin,ohio,391,66,370,711
844,2020-04-02,franklin,ohio,441,50,361,771
845,2020-04-03,franklin,ohio,503,62,347,817
846,2020-04-04,franklin,ohio,557,54,337,846
847,2020-04-05,franklin,ohio,597,40,346,916
848,2020-04-06,franklin,ohio,644,47,368,866
849,2020-04-07,franklin,ohio,703,59,350,854
850,2020-04-08,franklin,ohio,761,58,341,837
851,2020-04-09,franklin,ohio,802,41,410,871
852,2020-04-10,franklin,ohio,850,48,470,918
853,2020-04-11,franklin,ohio,894,44,509,945
854,2020-04-12,franklin,ohio,943,49,570,999
855,2020-04-13,franklin,ohio,1012,69,498,993
856,2020-04-14,franklin,ohio,1053,41,504,1037
857,2020-04-15,franklin,ohio,1102,49,496,1114
858,2020-04-16,franklin,ohio,1212,110,461,1229
859,2020-04-17,franklin,ohio,1320,108,448,1269
860,2020-04-18,franklin,ohio,1403,83,436,1295
861,2020-04-19,franklin,ohio,1513,110,429,1392
862,2020-04-20,franklin,ohio,1510,-3,495,1478
863,2020-04-21,franklin,ohio,1557,47,533,1540
864,2020-04-22,franklin,ohio,1598,41,618,1639
865,2020-04-23,franklin,ohio,1673,75,768,1704
866,2020-04-24,franklin,ohio,1768,95,821,1847
867,2020-04-25,franklin,ohio,1839,71,859,1871
868,2020-04-26,franklin,ohio,1942,103,963,1835
869,2020-04-27,franklin,ohio,2005,63,983,1876
870,2020-04-28,franklin,ohio,2090,85,1007,1912
871,2020-04-29,franklin,ohio,2216,126,1021,1897
872,2020-04-30,franklin,ohio,2441,225,936,1786
873,2020-05-01,franklin,ohio,2589,148,1026,1741
874,2020-05-02,franklin,ohio,2698,109,1012,1722
875,2020-05-03,franklin,ohio,2905,207,872,1588
876,2020-05-04,franklin,ohio,2988,83,893,1586
877,2020-05-05,franklin,ohio,3097,109,905,1609
878,2020-05-06,franklin,ohio,3237,140,876,1556
879,2020-05-07,franklin,ohio,3377,140,850,1508
880,2020-05-08,franklin,ohio,3615,238,715,1381
881,2020-05-09,franklin,ohio,3710,95,710,1387
882,2020-05-10,franklin,ohio,3777,67,716,1411
883,2020-05-11,franklin,ohio,3881,104,693,1429
884,2020-05-12,franklin,ohio,4002,121,704,1412
885,2020-05-13,franklin,ohio,4113,111,680,1373
886,2020-05-14,franklin,ohio,4227,114,658,1339
887,2020-05-15,franklin,ohio,4330,103,666,1344
888,2020-05-16,franklin,ohio,4420,90,677,1353
889,2020-05-17,franklin,ohio,4493,73,695,1369
890,2020-05-18,franklin,ohio,4574,81,736,1359
891,2020-05-19,franklin,ohio,4706,132,708,1290
892,2020-05-20,franklin,ohio,4793,87,693,1319
893,2020-05-21,franklin,ohio,4885,92,681,1331
894,2020-05-22,franklin,ohio,4996,111,678,1327
895,2020-05-23,franklin,ohio,5097,101,676,1309
896,2020-05-24,franklin,ohio,5188,91,674,1324
897,2020-05-25,franklin,ohio,5310,122,623,1276
898,2020-05-26,franklin,ohio,5414,104,582,1253
899,2020-05-27,franklin,ohio,5486,72,626,1255
900,2020-05-28,franklin,ohio,5566,80,650,1278
901,2020-05-29,franklin,ohio,5674,108,649,1244
902,2020-05-30,franklin,ohio,5773,99,633,1257
903,2020-05-31,franklin,ohio,5862,89,650,1214
904,2020-06-01,franklin,ohio,5933,71,653,1269
905,2020-06-02,franklin,ohio,5996,63,671,1293
906,2020-06-03,franklin,ohio,6112,116,629,1253
907,2020-06-04,franklin,ohio,6216,104,628,1271
908,2020-06-05,franklin,ohio,6323,107,595,1267
909,2020-06-06,franklin,ohio,6406,83,624,1288
910,2020-06-07,franklin,ohio,6512,106,564,1282
911,2020-06-08,franklin,ohio,6586,74,616,1329
912,2020-06-09,franklin,ohio,6667,81,622,1362
913,2020-06-10,franklin,ohio,6741,74,624,1403
914,2020-06-11,franklin,ohio,6844,103,643,1466
915,2020-06-12,franklin,ohio,6918,74,672,1593
916,2020-06-13,franklin,ohio,7030,112,664,1664
917,2020-06-14,franklin,ohio,7076,46,718,1764
918,2020-06-15,franklin,ohio,7202,126,713,1780
919,2020-06-16,franklin,ohio,7289,87,740,1859
920,2020-06-17,franklin,ohio,7365,76,779,1973
921,2020-06-18,franklin,ohio,7487,122,823,1851
922,2020-06-19,franklin,ohio,7590,103,921,2235
923,2020-06-20,franklin,ohio,7694,104,1000,2329
924,2020-06-21,franklin,ohio,7794,100,1046,2477
925,2020-06-22,franklin,ohio,7915,121,1067,2495
926,2020-06-23,franklin,ohio,8029,114,1119,2558
927,2020-06-24,franklin,ohio,8144,115,1194,2735
928,2020-06-25,franklin,ohio,8310,166,1028,2812
929,2020-06-26,franklin,ohio,8511,201,1314,2922
930,2020-06-27,franklin,ohio,8694,183,1329,3030
931,2020-06-28,franklin,ohio,8840,146,1431,3195
932,2020-06-29,franklin,ohio,8982,142,1428,3319
933,2020-06-30,franklin,ohio,9148,166,1439,3426
934,2020-07-01,franklin,ohio,9338,190,1541,3485
935,2020-07-02,franklin,ohio,9338,0,1784,3761
936,2020-07-03,franklin,ohio,9825,487,1608,3587
937,2020-07-04,franklin,ohio,10023,198,1701,3755
938,2020-07-05,franklin,ohio,10271,248,1764,3730
939,2020-07-06,franklin,ohio,10410,139,1891,3836
940,2020-07-07,franklin,ohio,10587,177,1987,3845
941,2020-07-08,franklin,ohio,10879,292,1944,3857
942,2020-07-09,franklin,ohio,11122,243,1977,3871
943,2020-07-10,franklin,ohio,11433,311,1979,3868
944,2020-07-11,franklin,ohio,11724,291,2054,3824
945,2020-07-12,franklin,ohio,12035,311,1966,3647
946,2020-07-13,franklin,ohio,12301,266,1945,3561
947,2020-07-14,franklin,ohio,12574,273,1858,3468
948,2020-07-15,franklin,ohio,12823,249,1913,3488
949,2020-07-16,franklin,ohio,13099,276,1894,3531
950,2020-07-17,franklin,ohio,13412,313,1889,3430
951,2020-07-18,franklin,ohio,13778,366,1770,3174
952,2020-07-19,franklin,ohio,14001,223,1681,3106
953,2020-07-20,franklin,ohio,14246,245,1616,3008
954,2020-07-21,franklin,ohio,14432,186,1610,2972
955,2020-07-22,franklin,ohio,14736,304,1575,2883
956,2020-07-23,franklin,ohio,14993,257,1637,2841
957,2020-07-24,franklin,ohio,15301,308,1541,2705
958,2020-07-25,franklin,ohio,15548,247,1404,2634
959,2020-07-26,franklin,ohio,15682,134,1425,2635
960,2020-07-27,franklin,ohio,15862,180,1392,2621
961,2020-07-28,franklin,ohio,16042,180,1362,2655
962,2020-07-29,franklin,ohio,16311,269,1308,2654
963,2020-07-30,franklin,ohio,16630,319,1204,2494
964,2020-07-31,franklin,ohio,16842,212,1164,2445
965,2020-08-01,franklin,ohio,16952,110,1230,2485
966,2020-08-02,franklin,ohio,17107,155,1210,2446
967,2020-08-03,franklin,ohio,17254,147,1229,2429
968,2020-08-04,franklin,ohio,17404,150,1293,2414
969,2020-08-05,franklin,ohio,17619,215,1346,2361
970,2020-08-06,franklin,ohio,17834,215,1290,2316
971,2020-08-07,franklin,ohio,18006,172,1281,2310
972,2020-08-08,franklin,ohio,18182,176,1255,2261
973,2020-08-09,franklin,ohio,18317,135,1236,2217
974,2020-08-10,franklin,ohio,18483,166,1200,2176
975,2020-08-11,franklin,ohio,18697,214,1121,2097
976,2020-08-12,franklin,ohio,18965,268,1015,1989
977,2020-08-13,franklin,ohio,19124,159,1026,2009
978,2020-08-14,franklin,ohio,19287,163,1029,2033
979,2020-08-15,franklin,ohio,19437,150,1006,2060
980,2020-08-16,franklin,ohio,19553,116,981,2066
981,2020-08-17,franklin,ohio,19683,130,976,2102
982,2020-08-18,franklin,ohio,19818,135,976,2187
983,2020-08-19,franklin,ohio,19980,162,974,2181
984,2020-08-20,franklin,ohio,20150,170,983,2242
985,2020-08-21,franklin,ohio,20316,166,1004,2313
986,2020-08-22,franklin,ohio,20443,127,1054,2492
987,2020-08-23,franklin,ohio,20534,91,1085,2565
988,2020-08-24,franklin,ohio,20659,125,1126,2636
989,2020-08-25,franklin,ohio,20794,135,1211,2683
990,2020-08-26,franklin,ohio,20954,160,1207,2809
991,2020-08-27,franklin,ohio,21133,179,1259,2861
992,2020-08-28,franklin,ohio,21320,187,1309,2824
993,2020-08-29,franklin,ohio,21497,177,1438,2922
994,2020-08-30,franklin,ohio,21619,122,1480,2971
995,2020-08-31,franklin,ohio,21785,166,1510,3047
996,2020-09-01,franklin,ohio,22005,220,1472,3062
997,2020-09-02,franklin,ohio,22161,156,1602,3113
998,2020-09-03,franklin,ohio,22392,231,1602,3053
999,2020-09-04,franklin,ohio,22629,237,1515,3029
1000,2020-09-05,franklin,ohio,22935,306,1484,2911
1001,2020-09-06,franklin,ohio,23099,164,1491,2878
1002,2020-09-07,franklin,ohio,23295,196,1537,2839
1003,2020-09-08,franklin,ohio,23477,182,1590,2765
1004,2020-09-09,franklin,ohio,23763,286,1511,2630
1005,2020-09-10,franklin,ohio,23994,231,1451,2551
1006,2020-09-11,franklin,ohio,24144,150,1514,2560
1007,2020-09-12,franklin,ohio,24419,275,1427,2453
1008,2020-09-13,franklin,ohio,24590,171,1387,2371
1009,2020-09-14,franklin,ohio,24832,242,1302,2287
1010,2020-09-15,franklin,ohio,25067,235,1175,2216
1011,2020-09-16,franklin,ohio,25274,207,1119,2150
1012,2020-09-17,franklin,ohio,25445,171,1100,2155
1013,2020-09-18,franklin,ohio,25658,213,1046,2112
1014,2020-09-19,franklin,ohio,25846,188,1026,2062
1015,2020-09-20,franklin,ohio,25977,131,984,2037
1016,2020-09-21,franklin,ohio,26134,157,985,1997
1017,2020-09-22,franklin,ohio,26242,108,1041,2049
1018,2020-09-23,franklin,ohio,26393,151,1031,2127
1019,2020-09-24,franklin,ohio,26545,152,1055,2116
1020,2020-09-25,franklin,ohio,26704,159,1066,2137
1021,2020-09-26,franklin,ohio,26872,168,1036,2133
1022,2020-09-27,franklin,ohio,26961,89,1053,2180
1023,2020-09-28,franklin,ohio,27119,158,1012,2208
1024,2020-09-29,franklin,ohio,27283,164,1008,2224
1025,2020-09-30,franklin,ohio,27424,141,1096,2274
1026,2020-10-01,franklin,ohio,27600,176,1061,2301
1027,2020-10-02,franklin,ohio,27770,170,1071,2387
1028,2020-10-03,franklin,ohio,27908,138,1097,2493
1029,2020-10-04,franklin,ohio,28014,106,1127,2576
1030,2020-10-05,franklin,ohio,28131,117,1196,2646
1031,2020-10-06,franklin,ohio,28291,160,1216,2687
1032,2020-10-07,franklin,ohio,28520,229,1178,2701
1033,2020-10-08,franklin,ohio,28661,141,1240,2805
1034,2020-10-09,franklin,ohio,28841,180,1316,2862
1035,2020-10-10,franklin,ohio,29005,164,1396,2994
1036,2020-10-11,franklin,ohio,29141,136,1449,3100
1037,2020-10-12,franklin,ohio,29327,186,1450,3141
1038,2020-10-13,franklin,ohio,29507,180,1471,3260
1039,2020-10-14,franklin,ohio,29698,191,1523,3386
1040,2020-10-15,franklin,ohio,29901,203,1565,3496
1041,2020-10-16,franklin,ohio,30157,256,1546,3701
1042,2020-10-17,franklin,ohio,30401,244,1598,3703
1043,2020-10-18,franklin,ohio,30590,189,1651,3927
1044,2020-10-19,franklin,ohio,30777,187,1691,4094
1045,2020-10-20,franklin,ohio,30978,201,1789,4314
1046,2020-10-21,franklin,ohio,31221,243,1863,4479
1047,2020-10-22,franklin,ohio,31466,245,1931,4762
1048,2020-10-23,franklin,ohio,31703,237,2155,5109
1049,2020-10-24,franklin,ohio,31999,296,2105,5524
1050,2020-10-25,franklin,ohio,32241,242,2276,5781
1051,2020-10-26,franklin,ohio,32468,227,2403,6036
1052,2020-10-27,franklin,ohio,32767,299,2525,6463
1053,2020-10-28,franklin,ohio,33084,317,2616,6833
1054,2020-10-29,franklin,ohio,33397,313,2831,7224
1055,2020-10-30,franklin,ohio,33858,461,2954,7437
1056,2020-10-31,franklin,ohio,34104,246,3419,8019
1057,2020-11-01,franklin,ohio,34517,413,3505,8379
1058,2020-11-02,franklin,ohio,34871,354,3633,8649
1059,2020-11-03,franklin,ohio,35292,421,3938,8867
1060,2020-11-04,franklin,ohio,35700,408,4217,9109
1061,2020-11-05,franklin,ohio,36228,528,4393,9422
1062,2020-11-06,franklin,ohio,36812,584,4483,9661
1063,2020-11-07,franklin,ohio,37523,711,4600,9798
1064,2020-11-08,franklin,ohio,38022,499,4874,10367
1065,2020-11-09,franklin,ohio,38504,482,5016,10763
1066,2020-11-10,franklin,ohio,39230,726,4929,11001
1067,2020-11-11,franklin,ohio,39917,687,4892,11244
1068,2020-11-12,franklin,ohio,40621,704,5029,10540
1069,2020-11-13,franklin,ohio,41295,674,5178,11357
1070,2020-11-14,franklin,ohio,42123,828,5198,11170
1071,2020-11-15,franklin,ohio,42896,773,5493,10991
1072,2020-11-16,franklin,ohio,43520,624,5747,10947
1073,2020-11-17,franklin,ohio,44159,639,6072,11223
1074,2020-11-18,franklin,ohio,44809,650,6352,11314
1075,2020-11-19,franklin,ohio,45650,841,5511,11390
1076,2020-11-20,franklin,ohio,46473,823,6179,11626
1077,2020-11-21,franklin,ohio,47321,848,5972,11816
1078,2020-11-22,franklin,ohio,48389,1068,5498,
1079,2020-11-23,franklin,ohio,49267,878,5200,
1080,2020-11-24,franklin,ohio,50231,964,5151,
1081,2020-11-25,franklin,ohio,51161,930,4962,
1082,2020-11-26,franklin,ohio,51161,0,5879,
1083,2020-11-27,franklin,ohio,52652,1491,5447,
1084,2020-11-28,franklin,ohio,53293,641,5844,
1085,2020-11-29,franklin,ohio,53887,594,,
1086,2020-11-30,franklin,ohio,54467,580,,
1087,2020-12-01,franklin,ohio,55382,915,,
1088,2020-12-02,franklin,ohio,56123,741,,
1089,2020-12-03,franklin,ohio,57040,917,,
1090,2020-12-04,franklin,ohio,58099,1059,,
1091,2020-12-05,franklin,ohio,59137,1038,,
1092,2020-03-06,marion,indiana,1,1,1,25
1093,2020-03-07,marion,indiana,1,0,2,46
1094,2020-03-08,marion,indiana,1,0,5,82
1095,2020-03-09,marion,indiana,1,0,6,110
1096,2020-03-10,marion,indiana,1,0,8,161
1097,2020-03-11,marion,indiana,1,0,10,226
1098,2020-03-12,marion,indiana,2,1,17,292
1099,2020-03-13,marion,indiana,2,0,24,483
1100,2020-03-14,marion,indiana,3,1,44,582
1101,2020-03-15,marion,indiana,6,3,77,671
1102,2020-03-16,marion,indiana,7,1,104,798
1103,2020-03-17,marion,indiana,9,2,153,956
1104,2020-03-18,marion,indiana,11,2,216,1108
1105,2020-03-19,marion,indiana,19,8,275,1287
1106,2020-03-20,marion,indiana,26,7,459,1405
1107,2020-03-21,marion,indiana,47,21,538,1525
