,date,county,state,total_cases,new_cases,future_delta7,future_delta14
52,2020-05-02,baltimore,maryland,3197,171,556,1369
53,2020-05-03,baltimore,maryland,3315,118,563,1327
54,2020-05-04,baltimore,maryland,3463,148,501,1304
55,2020-05-05,baltimore,maryland,3445,-18,622,1491
56,2020-05-06,baltimore,maryland,3541,96,634,1500
57,2020-05-07,baltimore,maryland,3676,135,630,1474
58,2020-05-08,baltimore,maryland,3778,102,638,1407
59,2020-05-09,baltimore,maryland,3753,-25,813,1552
60,2020-05-10,baltimore,maryland,3878,125,764,1510
61,2020-05-11,baltimore,maryland,3964,86,803,1527
62,2020-05-12,baltimore,maryland,4067,103,869,1446
63,2020-05-13,baltimore,maryland,4175,108,866,1403
64,2020-05-14,baltimore,maryland,4306,131,844,1387
65,2020-05-15,baltimore,maryland,4416,110,769,1419
66,2020-05-16,baltimore,maryland,4566,150,739,1404
67,2020-05-17,baltimore,maryland,4642,76,746,1438
68,2020-05-18,baltimore,maryland,4767,125,724,1548
69,2020-05-19,baltimore,maryland,4936,169,577,1465
70,2020-05-20,baltimore,maryland,5041,105,537,1432
71,2020-05-21,baltimore,maryland,5150,109,543,1342
72,2020-05-22,baltimore,maryland,5185,35,650,1421
73,2020-05-23,baltimore,maryland,5305,120,665,1408
74,2020-05-24,baltimore,maryland,5388,83,692,1382
75,2020-05-25,baltimore,maryland,5491,103,824,1340
76,2020-05-26,baltimore,maryland,5513,22,888,1358
77,2020-05-27,baltimore,maryland,5578,65,895,1357
78,2020-05-28,baltimore,maryland,5693,115,799,1312
79,2020-05-29,baltimore,maryland,5835,142,771,1236
80,2020-05-30,baltimore,maryland,5970,135,743,1158
81,2020-05-31,baltimore,maryland,6080,110,690,1092
82,2020-06-01,baltimore,maryland,6315,235,516,905
83,2020-06-02,baltimore,maryland,6401,86,470,868
84,2020-06-03,baltimore,maryland,6473,72,462,877
85,2020-06-04,baltimore,maryland,6492,19,513,901
86,2020-06-05,baltimore,maryland,6606,114,465,819
87,2020-06-06,baltimore,maryland,6713,107,415,789
88,2020-06-07,baltimore,maryland,6770,57,402,790
89,2020-06-08,baltimore,maryland,6831,61,389,777
90,2020-06-09,baltimore,maryland,6871,40,398,787
91,2020-06-10,baltimore,maryland,6935,64,415,740
92,2020-06-11,baltimore,maryland,7005,70,388,727
93,2020-06-12,baltimore,maryland,7071,66,354,719
94,2020-06-13,baltimore,maryland,7128,57,374,694
95,2020-06-14,baltimore,maryland,7172,44,388,697
96,2020-06-15,baltimore,maryland,7220,48,388,731
97,2020-06-16,baltimore,maryland,7269,49,389,738
98,2020-06-17,baltimore,maryland,7350,81,325,712
99,2020-06-18,baltimore,maryland,7393,43,339,733
100,2020-06-19,baltimore,maryland,7425,32,365,779
101,2020-06-20,baltimore,maryland,7502,77,320,753
102,2020-06-21,baltimore,maryland,7560,58,309,746
103,2020-06-22,baltimore,maryland,7608,48,343,748
104,2020-06-23,baltimore,maryland,7658,50,349,744
105,2020-06-24,baltimore,maryland,7675,17,387,789
106,2020-06-25,baltimore,maryland,7732,57,394,786
107,2020-06-26,baltimore,maryland,7790,58,414,813
108,2020-06-27,baltimore,maryland,7822,32,433,876
109,2020-06-28,baltimore,maryland,7869,47,437,950
110,2020-06-29,baltimore,maryland,7951,82,405,963
111,2020-06-30,baltimore,maryland,8007,56,395,1005
112,2020-07-01,baltimore,maryland,8062,55,402,1113
113,2020-07-02,baltimore,maryland,8126,64,392,1157
114,2020-07-03,baltimore,maryland,8204,78,399,1194
115,2020-07-04,baltimore,maryland,8255,51,443,1282
116,2020-07-05,baltimore,maryland,8306,51,513,1437
117,2020-07-06,baltimore,maryland,8356,50,558,1492
118,2020-07-07,baltimore,maryland,8402,46,610,1612
119,2020-07-08,baltimore,maryland,8464,62,711,1709
120,2020-07-09,baltimore,maryland,8518,54,765,1847
121,2020-07-10,baltimore,maryland,8603,85,795,1937
122,2020-07-11,baltimore,maryland,8698,95,839,2115
123,2020-07-12,baltimore,maryland,8819,121,924,2125
124,2020-07-13,baltimore,maryland,8914,95,934,2230
125,2020-07-14,baltimore,maryland,9012,98,1002,2262
126,2020-07-15,baltimore,maryland,9175,163,998,2270
127,2020-07-16,baltimore,maryland,9283,108,1082,2354
128,2020-07-17,baltimore,maryland,9398,115,1142,2442
129,2020-07-18,baltimore,maryland,9537,139,1276,2482
130,2020-07-19,baltimore,maryland,9743,206,1201,2454
131,2020-07-20,baltimore,maryland,9848,105,1296,2575
132,2020-07-21,baltimore,maryland,10014,166,1260,2533
133,2020-07-22,baltimore,maryland,10173,159,1272,2515
134,2020-07-23,baltimore,maryland,10365,192,1272,2434
135,2020-07-24,baltimore,maryland,10540,175,1300,2397
136,2020-07-25,baltimore,maryland,10813,273,1206,2269
137,2020-07-26,baltimore,maryland,10944,131,1253,2335
138,2020-07-27,baltimore,maryland,11144,200,1279,2278
139,2020-07-28,baltimore,maryland,11274,130,1273,2122
140,2020-07-29,baltimore,maryland,11445,171,1243,2040
141,2020-07-30,baltimore,maryland,11637,192,1162,1978
142,2020-07-31,baltimore,maryland,11840,203,1097,1882
143,2020-08-01,baltimore,maryland,12019,179,1063,1851
144,2020-08-02,baltimore,maryland,12197,178,1082,1767
145,2020-08-03,baltimore,maryland,12423,226,999,1643
146,2020-08-04,baltimore,maryland,12547,124,849,1592
147,2020-08-05,baltimore,maryland,12688,141,797,1515
148,2020-08-06,baltimore,maryland,12799,111,816,1551
149,2020-08-07,baltimore,maryland,12937,138,785,1557
150,2020-08-08,baltimore,maryland,13082,145,788,1526
151,2020-08-09,baltimore,maryland,13279,197,685,1437
152,2020-08-10,baltimore,maryland,13422,143,644,1389
153,2020-08-11,baltimore,maryland,13396,-26,743,1450
154,2020-08-12,baltimore,maryland,13485,89,718,1451
155,2020-08-13,baltimore,maryland,13615,130,735,1452
156,2020-08-14,baltimore,maryland,13722,107,772,1450
157,2020-08-15,baltimore,maryland,13870,148,738,1427
158,2020-08-16,baltimore,maryland,13964,94,752,1441
159,2020-08-17,baltimore,maryland,14066,102,745,1436
160,2020-08-18,baltimore,maryland,14139,73,707,1477
161,2020-08-19,baltimore,maryland,14203,64,733,1485
162,2020-08-20,baltimore,maryland,14350,147,717,1498
163,2020-08-21,baltimore,maryland,14494,144,678,1488
164,2020-08-22,baltimore,maryland,14608,114,689,1496
165,2020-08-23,baltimore,maryland,14716,108,689,1490
166,2020-08-24,baltimore,maryland,14811,95,691,1514
167,2020-08-25,baltimore,maryland,14846,35,770,1524
168,2020-08-26,baltimore,maryland,14936,90,752,1469
169,2020-08-27,baltimore,maryland,15067,131,781,1397
170,2020-08-28,baltimore,maryland,15172,105,810,1371
171,2020-08-29,baltimore,maryland,15297,125,807,1374
172,2020-08-30,baltimore,maryland,15405,108,801,1342
173,2020-08-31,baltimore,maryland,15502,97,823,1318
174,2020-09-01,baltimore,maryland,15616,114,754,1312
175,2020-09-02,baltimore,maryland,15688,72,717,1500
176,2020-09-03,baltimore,maryland,15848,160,616,1396
177,2020-09-04,baltimore,maryland,15982,134,561,1329
178,2020-09-05,baltimore,maryland,16104,122,567,1284
179,2020-09-06,baltimore,maryland,16206,102,541,1240
180,2020-09-07,baltimore,maryland,16325,119,495,1184
181,2020-09-08,baltimore,maryland,16370,45,558,1176
182,2020-09-09,baltimore,maryland,16405,35,783,1198
183,2020-09-10,baltimore,maryland,16464,59,780,1214
184,2020-09-11,baltimore,maryland,16543,79,768,1200
185,2020-09-12,baltimore,maryland,16671,128,717,1134
186,2020-09-13,baltimore,maryland,16747,76,699,1113
187,2020-09-14,baltimore,maryland,16820,73,689,1105
188,2020-09-15,baltimore,maryland,16928,108,618,1034
189,2020-09-16,baltimore,maryland,17188,260,415,829
190,2020-09-17,baltimore,maryland,17244,56,434,927
191,2020-09-18,baltimore,maryland,17311,67,432,925
192,2020-09-19,baltimore,maryland,17388,77,417,920
193,2020-09-20,baltimore,maryland,17446,58,414,931
194,2020-09-21,baltimore,maryland,17509,63,416,923
195,2020-09-22,baltimore,maryland,17546,37,416,932
196,2020-09-23,baltimore,maryland,17603,57,414,942
197,2020-09-24,baltimore,maryland,17678,75,493,1013
198,2020-09-25,baltimore,maryland,17743,65,493,1072
199,2020-09-26,baltimore,maryland,17805,62,503,1105
200,2020-09-27,baltimore,maryland,17860,55,517,1137
201,2020-09-28,baltimore,maryland,17925,65,507,1141
202,2020-09-29,baltimore,maryland,17962,37,516,1163
203,2020-09-30,baltimore,maryland,18017,55,528,1182
204,2020-10-01,baltimore,maryland,18171,154,520,1127
205,2020-10-02,baltimore,maryland,18236,65,579,1190
206,2020-10-03,baltimore,maryland,18308,72,602,1209
207,2020-10-04,baltimore,maryland,18377,69,620,1211
208,2020-10-05,baltimore,maryland,18432,55,634,1237
209,2020-10-06,baltimore,maryland,18478,46,647,1294
210,2020-10-07,baltimore,maryland,18545,67,654,1277
211,2020-10-08,baltimore,maryland,18691,146,607,1229
212,2020-10-09,baltimore,maryland,18815,124,611,1188
213,2020-10-10,baltimore,maryland,18910,95,607,1221
214,2020-10-11,baltimore,maryland,18997,87,591,1234
215,2020-10-12,baltimore,maryland,19066,69,603,1230
216,2020-10-13,baltimore,maryland,19125,59,647,1317
217,2020-10-14,baltimore,maryland,19199,74,623,1334
218,2020-10-15,baltimore,maryland,19298,99,622,1395
219,2020-10-16,baltimore,maryland,19426,128,577,1464
220,2020-10-17,baltimore,maryland,19517,91,614,1523
221,2020-10-18,baltimore,maryland,19588,71,643,1630
222,2020-10-19,baltimore,maryland,19669,81,627,1704
223,2020-10-20,baltimore,maryland,19772,103,670,1730
224,2020-10-21,baltimore,maryland,19822,50,711,1806
225,2020-10-22,baltimore,maryland,19920,98,773,1898
226,2020-10-23,baltimore,maryland,20003,83,887,2066
227,2020-10-24,baltimore,maryland,20131,128,909,2159
228,2020-10-25,baltimore,maryland,20231,100,987,2220
229,2020-10-26,baltimore,maryland,20296,65,1077,2396
230,2020-10-27,baltimore,maryland,20442,146,1060,2446
231,2020-10-28,baltimore,maryland,20533,91,1095,2595
232,2020-10-29,baltimore,maryland,20693,160,1125,2723
233,2020-10-30,baltimore,maryland,20890,197,1179,2816
234,2020-10-31,baltimore,maryland,21040,150,1250,2997
235,2020-11-01,baltimore,maryland,21218,178,1233,3091
236,2020-11-02,baltimore,maryland,21373,155,1319,3245
237,2020-11-03,baltimore,maryland,21502,129,1386,3419
238,2020-11-04,baltimore,maryland,21628,126,1500,3649
239,2020-11-05,baltimore,maryland,21818,190,1598,3959
240,2020-11-06,baltimore,maryland,22069,251,1637,4043
241,2020-11-07,baltimore,maryland,22290,221,1747,4317
242,2020-11-08,baltimore,maryland,22451,161,1858,4540
243,2020-11-09,baltimore,maryland,22692,241,1926,4555
244,2020-11-10,baltimore,maryland,22888,196,2033,4539
245,2020-11-11,baltimore,maryland,23128,240,2149,4677
246,2020-11-12,baltimore,maryland,23416,288,2361,4755
247,2020-11-13,baltimore,maryland,23706,290,2406,4823
248,2020-11-14,baltimore,maryland,24037,331,2570,4740
249,2020-11-15,baltimore,maryland,24309,272,2682,4724
250,2020-11-16,baltimore,maryland,24618,309,2629,4722
251,2020-11-17,baltimore,maryland,24921,303,2506,4749
252,2020-11-18,baltimore,maryland,25277,356,2528,4645
253,2020-11-19,baltimore,maryland,25777,500,2394,4436
254,2020-11-20,baltimore,maryland,26112,335,2417,4585
255,2020-11-21,baltimore,maryland,26607,495,2170,4496
256,2020-11-22,baltimore,maryland,26991,384,2042,
257,2020-11-23,baltimore,maryland,27247,256,2093,
258,2020-11-24,baltimore,maryland,27427,180,2243,
259,2020-11-25,baltimore,maryland,27805,378,2117,
260,2020-11-26,baltimore,maryland,28171,366,2042,
261,2020-11-27,baltimore,maryland,28529,358,2168,
262,2020-11-28,baltimore,maryland,28777,248,2326,
263,2020-11-29,baltimore,maryland,29033,256,,
264,2020-11-30,baltimore,maryland,29340,307,,
265,2020-12-01,baltimore,maryland,29670,330,,
266,2020-12-02,baltimore,maryland,29922,252,,
267,2020-12-03,baltimore,maryland,30213,291,,
268,2020-12-04,baltimore,maryland,30697,484,,
269,2020-12-05,baltimore,maryland,31103,406,,
270,2020-03-12,essex,new jersey,1,1,62,608
271,2020-03-13,essex,new jersey,6,5,67,820
272,2020-03-14,essex,new jersey,7,1,100,1079
273,2020-03-15,essex,new jersey,11,4,161,1216
274,2020-03-16,essex,new jersey,20,9,253,1544
275,2020-03-17,essex,new jersey,32,12,310,1868
276,2020-03-18,essex,new jersey,45,13,336,2217
277,2020-03-19,essex,new jersey,63,18,546,2554
278,2020-03-20,essex,new jersey,73,10,753,2994
279,2020-03-21,essex,new jersey,107,34,979,3477
280,2020-03-22,essex,new jersey,172,65,1055,3910
281,2020-03-23,essex,new jersey,273,101,1291,4220
282,2020-03-24,essex,new jersey,342,69,1558,4736
283,2020-03-25,essex,new jersey,381,39,1881,5217
284,2020-03-26,essex,new jersey,609,228,2008,5460
285,2020-03-27,essex,new jersey,826,217,2241,5754
286,2020-03-28,essex,new jersey,1086,260,2498,5921
287,2020-03-29,essex,new jersey,1227,141,2855,6183
288,2020-03-30,essex,new jersey,1564,337,2929,6070
289,2020-03-31,essex,new jersey,1900,336,3178,6312
290,2020-04-01,essex,new jersey,2262,362,3336,6317
291,2020-04-02,essex,new jersey,2617,355,3452,6467
292,2020-04-03,essex,new jersey,3067,450,3513,6605
293,2020-04-04,essex,new jersey,3584,517,3423,6317
294,2020-04-05,essex,new jersey,4082,498,3328,6222
295,2020-04-06,essex,new jersey,4493,411,3141,6236
296,2020-04-07,essex,new jersey,5078,585,3134,6050
297,2020-04-08,essex,new jersey,5598,520,2981,5789
298,2020-04-09,essex,new jersey,6069,471,3015,5742
299,2020-04-10,essex,new jersey,6580,511,3092,5530
300,2020-04-11,essex,new jersey,7007,427,2894,5513
301,2020-04-12,essex,new jersey,7410,403,2894,5453
302,2020-04-13,essex,new jersey,7634,224,3095,5413
303,2020-04-14,essex,new jersey,8212,578,2916,4978
304,2020-04-15,essex,new jersey,8579,367,2808,4866
305,2020-04-16,essex,new jersey,9084,505,2727,4598
306,2020-04-17,essex,new jersey,9672,588,2438,4322
307,2020-04-18,essex,new jersey,9901,229,2619,4347
308,2020-04-19,essex,new jersey,10304,403,2559,4217
309,2020-04-20,essex,new jersey,10729,425,2318,3892
310,2020-04-21,essex,new jersey,11128,399,2062,3712
311,2020-04-22,essex,new jersey,11387,259,2058,3564
312,2020-04-23,essex,new jersey,11811,424,1871,3284
313,2020-04-24,essex,new jersey,12110,299,1884,3146
314,2020-04-25,essex,new jersey,12520,410,1728,2845
315,2020-04-26,essex,new jersey,12863,343,1658,2661
316,2020-04-27,essex,new jersey,13047,184,1574,2555
317,2020-04-28,essex,new jersey,13190,143,1650,2468
318,2020-04-29,essex,new jersey,13445,255,1506,2304
319,2020-04-30,essex,new jersey,13682,237,1413,2142
320,2020-05-01,essex,new jersey,13994,312,1262,1959
321,2020-05-02,essex,new jersey,14248,254,1117,1784
322,2020-05-03,essex,new jersey,14521,273,1003,1619
323,2020-05-04,essex,new jersey,14621,100,981,1979
324,2020-05-05,essex,new jersey,14840,219,818,1846
325,2020-05-06,essex,new jersey,14951,111,798,1901
326,2020-05-07,essex,new jersey,15095,144,729,1811
327,2020-05-08,essex,new jersey,15256,161,697,1758
328,2020-05-09,essex,new jersey,15365,109,667,1700
329,2020-05-10,essex,new jersey,15524,159,616,1618
330,2020-05-11,essex,new jersey,15602,78,998,1600
331,2020-05-12,essex,new jersey,15658,56,1028,1597
332,2020-05-13,essex,new jersey,15749,91,1103,1589
333,2020-05-14,essex,new jersey,15824,75,1082,1626
334,2020-05-15,essex,new jersey,15953,129,1061,1593
335,2020-05-16,essex,new jersey,16032,79,1033,1562
336,2020-05-17,essex,new jersey,16140,108,1002,1489
337,2020-05-18,essex,new jersey,16600,460,602,1095
338,2020-05-19,essex,new jersey,16686,86,569,1066
339,2020-05-20,essex,new jersey,16852,166,486,959
340,2020-05-21,essex,new jersey,16906,54,544,1006
341,2020-05-22,essex,new jersey,17014,108,532,1005
342,2020-05-23,essex,new jersey,17065,51,529,1001
343,2020-05-24,essex,new jersey,17142,77,487,935
344,2020-05-25,essex,new jersey,17202,60,493,915
345,2020-05-26,essex,new jersey,17255,53,497,896
346,2020-05-27,essex,new jersey,17338,83,473,868
347,2020-05-28,essex,new jersey,17450,112,462,784
348,2020-05-29,essex,new jersey,17546,96,473,749
349,2020-05-30,essex,new jersey,17594,48,472,742
350,2020-05-31,essex,new jersey,17629,35,448,735
351,2020-06-01,essex,new jersey,17695,66,422,680
352,2020-06-02,essex,new jersey,17752,57,399,636
353,2020-06-03,essex,new jersey,17811,59,395,610
354,2020-06-04,essex,new jersey,17912,101,322,587
355,2020-06-05,essex,new jersey,18019,107,276,514
356,2020-06-06,essex,new jersey,18066,47,270,449
357,2020-06-07,essex,new jersey,18077,11,287,474
358,2020-06-08,essex,new jersey,18117,40,258,461
359,2020-06-09,essex,new jersey,18151,34,237,441
360,2020-06-10,essex,new jersey,18206,55,215,411
361,2020-06-11,essex,new jersey,18234,28,265,640
362,2020-06-12,essex,new jersey,18295,61,238,608
363,2020-06-13,essex,new jersey,18336,41,179,597
364,2020-06-14,essex,new jersey,18364,28,187,589
365,2020-06-15,essex,new jersey,18375,11,203,593
366,2020-06-16,essex,new jersey,18388,13,204,607
367,2020-06-17,essex,new jersey,18421,33,196,587
368,2020-06-18,essex,new jersey,18499,78,375,546
369,2020-06-19,essex,new jersey,18533,34,370,550
370,2020-06-20,essex,new jersey,18515,-18,418,585
371,2020-06-21,essex,new jersey,18551,36,402,577
372,2020-06-22,essex,new jersey,18578,27,390,558
373,2020-06-23,essex,new jersey,18592,14,403,567
374,2020-06-24,essex,new jersey,18617,25,391,544
375,2020-06-25,essex,new jersey,18874,257,171,303
376,2020-06-26,essex,new jersey,18903,29,180,300
377,2020-06-27,essex,new jersey,18933,30,167,304
378,2020-06-28,essex,new jersey,18953,20,175,304
379,2020-06-29,essex,new jersey,18968,15,168,320
380,2020-06-30,essex,new jersey,18995,27,164,312
381,2020-07-01,essex,new jersey,19008,13,153,347
382,2020-07-02,essex,new jersey,19045,37,132,329
383,2020-07-03,essex,new jersey,19083,38,120,283
384,2020-07-04,essex,new jersey,19100,17,137,260
385,2020-07-05,essex,new jersey,19128,28,129,232
386,2020-07-06,essex,new jersey,19136,8,152,240
387,2020-07-07,essex,new jersey,19159,23,148,249
388,2020-07-08,essex,new jersey,19161,2,194,259
389,2020-07-09,essex,new jersey,19177,16,197,268
390,2020-07-10,essex,new jersey,19203,26,163,272
391,2020-07-11,essex,new jersey,19237,34,123,273
392,2020-07-12,essex,new jersey,19257,20,103,300
393,2020-07-13,essex,new jersey,19288,31,88,294
394,2020-07-14,essex,new jersey,19307,19,101,316
395,2020-07-15,essex,new jersey,19355,48,65,316
396,2020-07-16,essex,new jersey,19374,19,71,310
397,2020-07-17,essex,new jersey,19366,-8,109,365
398,2020-07-18,essex,new jersey,19360,-6,150,388
399,2020-07-19,essex,new jersey,19360,0,197,409
400,2020-07-20,essex,new jersey,19376,16,206,425
401,2020-07-21,essex,new jersey,19408,32,215,423
402,2020-07-22,essex,new jersey,19420,12,251,430
403,2020-07-23,essex,new jersey,19445,25,239,438
404,2020-07-24,essex,new jersey,19475,30,256,450
405,2020-07-25,essex,new jersey,19510,35,238,444
406,2020-07-26,essex,new jersey,19557,47,212,410
407,2020-07-27,essex,new jersey,19582,25,219,404
408,2020-07-28,essex,new jersey,19623,41,208,392
409,2020-07-29,essex,new jersey,19671,48,179,376
410,2020-07-30,essex,new jersey,19684,13,199,390
411,2020-07-31,essex,new jersey,19731,47,194,373
412,2020-08-01,essex,new jersey,19748,17,206,397
413,2020-08-02,essex,new jersey,19769,21,198,392
414,2020-08-03,essex,new jersey,19801,32,185,371
415,2020-08-04,essex,new jersey,19831,30,184,404
416,2020-08-05,essex,new jersey,19850,19,197,420
417,2020-08-06,essex,new jersey,19883,33,191,384
418,2020-08-07,essex,new jersey,19925,42,179,361
419,2020-08-08,essex,new jersey,19954,29,191,368
420,2020-08-09,essex,new jersey,19967,13,194,379
421,2020-08-10,essex,new jersey,19986,19,186,379
422,2020-08-11,essex,new jersey,20015,29,220,378
423,2020-08-12,essex,new jersey,20047,32,223,365
424,2020-08-13,essex,new jersey,20074,27,193,374
425,2020-08-14,essex,new jersey,20104,30,182,385
426,2020-08-15,essex,new jersey,20145,41,177,360
427,2020-08-16,essex,new jersey,20161,16,185,369
428,2020-08-17,essex,new jersey,20172,11,193,381
429,2020-08-18,essex,new jersey,20235,63,158,362
430,2020-08-19,essex,new jersey,20270,35,142,351
431,2020-08-20,essex,new jersey,20267,-3,181,369
432,2020-08-21,essex,new jersey,20286,19,203,406
433,2020-08-22,essex,new jersey,20322,36,183,395
434,2020-08-23,essex,new jersey,20346,24,184,388
435,2020-08-24,essex,new jersey,20365,19,188,392
436,2020-08-25,essex,new jersey,20393,28,204,381
437,2020-08-26,essex,new jersey,20412,19,209,391
438,2020-08-27,essex,new jersey,20448,36,188,372
439,2020-08-28,essex,new jersey,20489,41,203,346
440,2020-08-29,essex,new jersey,20505,16,212,357
441,2020-08-30,essex,new jersey,20530,25,204,356
442,2020-08-31,essex,new jersey,20553,23,204,345
443,2020-09-01,essex,new jersey,20597,44,177,334
444,2020-09-02,essex,new jersey,20621,24,182,331
445,2020-09-03,essex,new jersey,20636,15,184,342
446,2020-09-04,essex,new jersey,20692,56,143,310
447,2020-09-05,essex,new jersey,20717,25,145,315
448,2020-09-06,essex,new jersey,20734,17,152,328
449,2020-09-07,essex,new jersey,20757,23,141,326
450,2020-09-08,essex,new jersey,20774,17,157,329
451,2020-09-09,essex,new jersey,20803,29,149,325
452,2020-09-10,essex,new jersey,20820,17,158,337
453,2020-09-11,essex,new jersey,20835,15,167,349
454,2020-09-12,essex,new jersey,20862,27,170,392
455,2020-09-13,essex,new jersey,20886,24,176,398
456,2020-09-14,essex,new jersey,20898,12,185,402
457,2020-09-15,essex,new jersey,20931,33,172,390
458,2020-09-16,essex,new jersey,20952,21,176,398
459,2020-09-17,essex,new jersey,20978,26,179,408
460,2020-09-18,essex,new jersey,21002,24,182,428
461,2020-09-19,essex,new jersey,21032,30,222,457
462,2020-09-20,essex,new jersey,21062,30,222,497
463,2020-09-21,essex,new jersey,21083,21,217,511
464,2020-09-22,essex,new jersey,21103,20,218,533
465,2020-09-23,essex,new jersey,21128,25,222,554
466,2020-09-24,essex,new jersey,21157,29,229,611
467,2020-09-25,essex,new jersey,21184,27,246,653
468,2020-09-26,essex,new jersey,21254,70,235,664
469,2020-09-27,essex,new jersey,21284,30,275,705
470,2020-09-28,essex,new jersey,21300,16,294,750
471,2020-09-29,essex,new jersey,21321,21,315,821
472,2020-09-30,essex,new jersey,21350,29,332,898
473,2020-10-01,essex,new jersey,21386,36,382,973
474,2020-10-02,essex,new jersey,21430,44,407,1027
475,2020-10-03,essex,new jersey,21489,59,429,1086
476,2020-10-04,essex,new jersey,21559,70,430,1150
477,2020-10-05,essex,new jersey,21594,35,456,1261
478,2020-10-06,essex,new jersey,21636,42,506,1329
