,date,county,state,total_cases,new_cases,delta7,delta14
1827,2020-08-22,harrisonburg,virginia,1124,5,31,48
1828,2020-08-23,harrisonburg,virginia,1130,6,31,53
1829,2020-08-24,harrisonburg,virginia,1143,13,37,64
1830,2020-08-25,harrisonburg,virginia,1155,12,46,73
1831,2020-08-26,harrisonburg,virginia,1161,6,46,78
1832,2020-08-27,harrisonburg,virginia,1179,18,64,93
1833,2020-08-28,harrisonburg,virginia,1203,24,84,115
1834,2020-08-29,harrisonburg,virginia,1240,37,116,147
1835,2020-08-30,harrisonburg,virginia,1285,45,155,186
1836,2020-08-31,harrisonburg,virginia,1346,61,203,240
1837,2020-09-01,harrisonburg,virginia,1423,77,268,314
1838,2020-09-02,harrisonburg,virginia,1496,73,335,381
1839,2020-09-03,harrisonburg,virginia,1551,55,372,436
1840,2020-09-04,harrisonburg,virginia,1587,36,384,468
1841,2020-09-05,harrisonburg,virginia,1665,78,425,541
1842,2020-09-06,harrisonburg,virginia,1735,70,450,605
1843,2020-09-07,harrisonburg,virginia,1793,58,447,650
1844,2020-09-08,harrisonburg,virginia,1936,143,513,781
1845,2020-09-09,harrisonburg,virginia,1989,53,493,828
1846,2020-09-10,harrisonburg,virginia,2036,47,485,857
1847,2020-09-11,harrisonburg,virginia,2090,54,503,887
1848,2020-09-12,harrisonburg,virginia,2143,53,478,903
1849,2020-09-13,harrisonburg,virginia,2148,5,413,863
1850,2020-09-14,harrisonburg,virginia,2184,36,391,838
1851,2020-09-15,harrisonburg,virginia,2269,85,333,846
1852,2020-09-16,harrisonburg,virginia,2293,24,304,797
1853,2020-09-17,harrisonburg,virginia,2343,50,307,792
1854,2020-09-18,harrisonburg,virginia,2405,62,315,818
1855,2020-09-19,harrisonburg,virginia,2420,15,277,755
1856,2020-09-20,harrisonburg,virginia,2458,38,310,723
1857,2020-09-21,harrisonburg,virginia,2488,30,304,695
1858,2020-09-22,harrisonburg,virginia,2524,36,255,588
1859,2020-09-23,harrisonburg,virginia,2541,17,248,552
1860,2020-09-24,harrisonburg,virginia,2564,23,221,528
1861,2020-09-25,harrisonburg,virginia,2578,14,173,488
1862,2020-09-26,harrisonburg,virginia,2608,30,188,465
1863,2020-09-27,harrisonburg,virginia,2631,23,173,483
1864,2020-09-28,harrisonburg,virginia,2636,5,148,452
1865,2020-09-29,harrisonburg,virginia,2652,16,128,383
1866,2020-09-30,harrisonburg,virginia,2667,15,126,374
1867,2020-10-01,harrisonburg,virginia,2670,3,106,327
1868,2020-10-02,harrisonburg,virginia,2676,6,98,271
1869,2020-10-03,harrisonburg,virginia,2688,12,80,268
1870,2020-10-04,harrisonburg,virginia,2695,7,64,237
1871,2020-10-05,harrisonburg,virginia,2710,15,74,222
1872,2020-10-06,harrisonburg,virginia,2739,29,87,215
1873,2020-10-07,harrisonburg,virginia,2757,18,90,216
1874,2020-10-08,harrisonburg,virginia,2784,27,114,220
1875,2020-10-09,harrisonburg,virginia,2808,24,132,230
1876,2020-10-10,harrisonburg,virginia,2820,12,132,212
1877,2020-10-11,harrisonburg,virginia,2829,9,134,198
1878,2020-10-12,harrisonburg,virginia,2847,18,137,211
1879,2020-10-13,harrisonburg,virginia,2864,17,125,212
1880,2020-10-14,harrisonburg,virginia,2876,12,119,209
1881,2020-10-15,harrisonburg,virginia,2882,6,98,212
1882,2020-10-16,harrisonburg,virginia,2904,22,96,228
1883,2020-10-17,harrisonburg,virginia,2907,3,87,219
1884,2020-10-18,harrisonburg,virginia,2919,12,90,224
1885,2020-10-19,harrisonburg,virginia,2931,12,84,221
1886,2020-10-20,harrisonburg,virginia,2934,3,70,195
1887,2020-10-21,harrisonburg,virginia,2945,11,69,188
1888,2020-10-22,harrisonburg,virginia,2954,9,72,170
1889,2020-10-23,harrisonburg,virginia,2962,8,58,154
1890,2020-10-24,harrisonburg,virginia,2985,23,78,165
1891,2020-10-25,harrisonburg,virginia,2988,3,69,159
1892,2020-10-26,harrisonburg,virginia,3002,14,71,155
1893,2020-10-27,harrisonburg,virginia,3032,30,98,168
1894,2020-10-28,harrisonburg,virginia,3040,8,95,164
1895,2020-10-29,harrisonburg,virginia,3050,10,96,168
1896,2020-10-30,harrisonburg,virginia,3113,63,151,209
1897,2020-10-31,harrisonburg,virginia,3127,14,142,220
1898,2020-11-01,harrisonburg,virginia,3135,8,147,216
1899,2020-11-02,harrisonburg,virginia,3136,1,134,205
1900,2020-11-03,harrisonburg,virginia,3146,10,114,212
1901,2020-11-04,harrisonburg,virginia,3153,7,113,208
1902,2020-11-05,harrisonburg,virginia,3161,8,111,207
1903,2020-11-06,harrisonburg,virginia,3183,22,70,221
1904,2020-11-07,harrisonburg,virginia,3197,14,70,212
1905,2020-11-08,harrisonburg,virginia,3197,0,62,209
1906,2020-11-09,harrisonburg,virginia,3205,8,69,203
1907,2020-11-10,harrisonburg,virginia,3217,12,71,185
1908,2020-11-11,harrisonburg,virginia,3224,7,71,184
1909,2020-11-12,harrisonburg,virginia,3225,1,64,175
1910,2020-11-13,harrisonburg,virginia,3235,10,52,122
1911,2020-11-14,harrisonburg,virginia,3247,12,50,120
1912,2020-11-15,harrisonburg,virginia,3247,0,50,112
1913,2020-11-16,harrisonburg,virginia,3256,9,51,120
1914,2020-11-17,harrisonburg,virginia,3291,35,74,145
1915,2020-11-18,harrisonburg,virginia,3296,5,72,143
1916,2020-11-19,harrisonburg,virginia,3296,0,71,135
1917,2020-11-20,harrisonburg,virginia,3319,23,84,136
1918,2020-11-21,harrisonburg,virginia,3347,28,100,150
1919,2020-11-22,harrisonburg,virginia,3359,12,112,162
1920,2020-11-23,harrisonburg,virginia,3374,15,118,169
1921,2020-11-24,harrisonburg,virginia,3390,16,99,173
1922,2020-11-25,harrisonburg,virginia,3397,7,101,173
1923,2020-11-26,harrisonburg,virginia,3422,25,126,197
1924,2020-11-27,harrisonburg,virginia,3424,2,105,189
1925,2020-11-28,harrisonburg,virginia,3461,37,114,214
1926,2020-11-29,harrisonburg,virginia,3471,10,112,224
1927,2020-11-30,harrisonburg,virginia,3472,1,98,216
1928,2020-12-01,harrisonburg,virginia,3482,10,92,191
1929,2020-12-02,harrisonburg,virginia,3493,11,96,197
1930,2020-12-03,harrisonburg,virginia,3498,5,76,202
1931,2020-12-04,harrisonburg,virginia,3529,31,105,210
1932,2020-12-05,harrisonburg,virginia,3565,36,104,218
